year,position_section,position_subsection,longitude,latitude,Tract,Article_Count,Neighborhood,White alone,Black or African American alone,Hispanic or Latino,"Asian, Native Hawaiian and Pacific Islander",Other Races or Multiple Races,majority_race,Sentiment,Mean_Sentiment_Section,Mean_Sentiment_Neighborhood
2019.0,SPORTS,unknown,-71.062146,42.366198,20303.0,345.0,West End,4933.0,338.0,613.0,1440.0,381.0,White alone,0.17683838383838382,0.09220169325077451,0.08078251180624484
2019.0,SPORTS,unknown,-71.062146,42.366198,20303.0,345.0,West End,4933.0,338.0,613.0,1440.0,381.0,White alone,-0.023534286527244257,0.09220169325077451,0.08078251180624484
2019.0,NEWS,Metro,-71.062146,42.366198,20303.0,345.0,West End,4933.0,338.0,613.0,1440.0,381.0,White alone,0.09446640316205535,0.0911291828606547,0.08078251180624484
2019.0,SPORTS,unknown,-71.062146,42.366198,20303.0,345.0,West End,4933.0,338.0,613.0,1440.0,381.0,White alone,0.1175338491295938,0.09220169325077451,0.08078251180624484
2019.0,SPORTS,unknown,-71.062146,42.366198,20303.0,345.0,West End,4933.0,338.0,613.0,1440.0,381.0,White alone,0.11454545454545455,0.09220169325077451,0.08078251180624484
2019.0,SPORTS,unknown,-71.062146,42.366198,20303.0,345.0,West End,4933.0,338.0,613.0,1440.0,381.0,White alone,0.20604624843755281,0.09220169325077451,0.08078251180624484
2019.0,SPORTS,unknown,-71.062146,42.366198,20303.0,345.0,West End,4933.0,338.0,613.0,1440.0,381.0,White alone,-0.1,0.09220169325077451,0.08078251180624484
2019.0,SPORTS,unknown,-71.062146,42.366198,20303.0,345.0,West End,4933.0,338.0,613.0,1440.0,381.0,White alone,0.2057484567901234,0.09220169325077451,0.08078251180624484
2019.0,SPORTS,unknown,-71.062146,42.366198,20303.0,345.0,West End,4933.0,338.0,613.0,1440.0,381.0,White alone,0.036734693877551,0.09220169325077451,0.08078251180624484
2019.0,SPORTS,unknown,-71.062146,42.366198,20303.0,345.0,West End,4933.0,338.0,613.0,1440.0,381.0,White alone,0.08333333333333334,0.09220169325077451,0.08078251180624484
2019.0,SPORTS,unknown,-71.062146,42.366198,20303.0,345.0,West End,4933.0,338.0,613.0,1440.0,381.0,White alone,-0.08,0.09220169325077451,0.08078251180624484
2019.0,SPORTS,unknown,-71.062146,42.366198,20303.0,345.0,West End,4933.0,338.0,613.0,1440.0,381.0,White alone,0.15208527855586682,0.09220169325077451,0.08078251180624484
2019.0,SPORTS,unknown,-71.062146,42.366198,20303.0,345.0,West End,4933.0,338.0,613.0,1440.0,381.0,White alone,0.08584338624338622,0.09220169325077451,0.08078251180624484
2019.0,SPORTS,unknown,-71.062146,42.366198,20303.0,345.0,West End,4933.0,338.0,613.0,1440.0,381.0,White alone,0.0,0.09220169325077451,0.08078251180624484
2019.0,SPORTS,College,-71.062146,42.366198,20303.0,345.0,West End,4933.0,338.0,613.0,1440.0,381.0,White alone,0.09241830065359474,0.09220169325077451,0.08078251180624484
2019.0,SPORTS,unknown,-71.062146,42.366198,20303.0,345.0,West End,4933.0,338.0,613.0,1440.0,381.0,White alone,0.11904761904761904,0.09220169325077451,0.08078251180624484
2019.0,SPORTS,unknown,-71.062146,42.366198,20303.0,345.0,West End,4933.0,338.0,613.0,1440.0,381.0,White alone,0.22996753246753243,0.09220169325077451,0.08078251180624484
2019.0,SPORTS,unknown,-71.062146,42.366198,20303.0,345.0,West End,4933.0,338.0,613.0,1440.0,381.0,White alone,0.13481297348484847,0.09220169325077451,0.08078251180624484
2019.0,SPORTS,unknown,-71.062146,42.366198,20303.0,345.0,West End,4933.0,338.0,613.0,1440.0,381.0,White alone,-0.05535714285714286,0.09220169325077451,0.08078251180624484
2019.0,SPORTS,unknown,-71.062146,42.366198,20303.0,345.0,West End,4933.0,338.0,613.0,1440.0,381.0,White alone,0.04953703703703705,0.09220169325077451,0.08078251180624484
2019.0,NEWS,Metro,-71.058908,42.366367,20303.0,345.0,West End,4933.0,338.0,613.0,1440.0,381.0,White alone,-0.007319223985890637,0.0911291828606547,0.08078251180624484
2019.0,SPORTS,unknown,-71.062146,42.366198,20303.0,345.0,West End,4933.0,338.0,613.0,1440.0,381.0,White alone,0.19129052429052434,0.09220169325077451,0.08078251180624484
