year,position_section,position_subsection,longitude,latitude,Tracts,Article_Count,Neighborhood,White alone,Black or African American alone,Hispanic or Latino,"Asian, Native Hawaiian and Pacific Islander",Other Races or Multiple Races,majority_race,Sentiment,Mean_Sentiment_Section,Mean_Sentiment_Neighborhood
2013.0,LIVING ARTS,unknown,-71.0588801,42.3600825,30300.0,970.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.229933621933622,0.14455033563639486,0.10015800423505052
2013.0,REGIONAL,North,-71.0588801,42.3600825,30300.0,970.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.20185185185185184,0.1153206414432361,0.10015800423505052
2013.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,970.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.08978475228475229,0.10032237690401098,0.10015800423505052
2013.0,EDITORIAL OPINION,Editorial,-71.0588801,42.3600825,30300.0,970.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.04468962585034015,0.10029621586551396,0.10015800423505052
2013.0,LIVING ARTS,Food,-71.0575375,42.3616719,30300.0,970.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.06221492704826037,0.14455033563639486,0.10015800423505052
2013.0,LIVING ARTS,unknown,-71.0588801,42.3600825,30300.0,970.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.07572964669738862,0.14455033563639486,0.10015800423505052
2013.0,SPORTS,unknown,-71.0588801,42.3600825,30300.0,970.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.0,0.08537173755825167,0.10015800423505052
2013.0,REGIONAL,West,-71.0588801,42.3600825,30300.0,970.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.21962159863945585,0.1153206414432361,0.10015800423505052
2013.0,SPORTS,unknown,-71.0561981,42.3587684,30300.0,970.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.16770833333333332,0.08537173755825167,0.10015800423505052
2013.0,NEWS,Metro,-71.0491475,42.3592478,30300.0,970.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,-0.00243506493506494,0.08532282743427659,0.10015800423505052
2013.0,REGIONAL,South,-71.0561428,42.3580401,30300.0,970.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.17045454545454544,0.1153206414432361,0.10015800423505052
2013.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,970.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.1233225108225108,0.10032237690401098,0.10015800423505052
2013.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,970.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.010651703369094675,0.08532282743427659,0.10015800423505052
2013.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,970.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.10722151486857368,0.10032237690401098,0.10015800423505052
2013.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,970.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.12177672955974844,0.08532282743427659,0.10015800423505052
2013.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,970.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,-0.0375,0.10032237690401098,0.10015800423505052
2013.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,970.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,-0.0375,0.10032237690401098,0.10015800423505052
2013.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,970.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.04065688775510203,0.10032237690401098,0.10015800423505052
2013.0,REGIONAL,North,-71.0588801,42.3600825,30300.0,970.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.05764639753011845,0.1153206414432361,0.10015800423505052
2013.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,970.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,-0.007352941176470593,0.10032237690401098,0.10015800423505052
2013.0,EDITORIAL OPINION,Editorial,-71.0582731,42.3603082,30300.0,970.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,-0.014774052478134111,0.10029621586551396,0.10015800423505052
2013.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,970.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,-0.0032679738562091535,0.08532282743427659,0.10015800423505052
