year,position_section,position_subsection,longitude,latitude,Tracts,Article_Count,Neighborhood,White alone,Black or African American alone,Hispanic or Latino,"Asian, Native Hawaiian and Pacific Islander",Other Races or Multiple Races,majority_race,Sentiment,Mean_Sentiment_Section,Mean_Sentiment_Neighborhood
2010.0,BUSINESS,unknown,-71.1185629,42.3627796,803.0,35.0,Allston,12536.0,1326.0,3259.0,6271.0,1512.0,White alone,0.019023569023569012,0.08135308460702631,0.08366896424241035
2010.0,G,Living Arts,-71.1181162,42.360262,803.0,35.0,Allston,12536.0,1326.0,3259.0,6271.0,1512.0,White alone,0.16909790209790204,0.16485316920514514,0.08366896424241035
2010.0,SPORTS,unknown,-71.1177052,42.3521974,803.0,35.0,Allston,12536.0,1326.0,3259.0,6271.0,1512.0,White alone,-0.016051182377712993,0.1061065378429826,0.08366896424241035
2010.0,NEWS,Metro,-71.1193016,42.3564439,803.0,35.0,Allston,12536.0,1326.0,3259.0,6271.0,1512.0,White alone,-0.08464912280701754,0.07611218646758573,0.08366896424241035
2010.0,BUSINESS,unknown,-71.1185629,42.3627796,803.0,35.0,Allston,12536.0,1326.0,3259.0,6271.0,1512.0,White alone,-0.024444444444444442,0.08135308460702631,0.08366896424241035
2010.0,BUSINESS,unknown,-71.1185629,42.3627796,803.0,35.0,Allston,12536.0,1326.0,3259.0,6271.0,1512.0,White alone,-0.024444444444444442,0.08135308460702631,0.08366896424241035
2010.0,G,Living Arts,-71.1194958,42.3518386,803.0,35.0,Allston,12536.0,1326.0,3259.0,6271.0,1512.0,White alone,0.1213077496274218,0.16485316920514514,0.08366896424241035
2010.0,BUSINESS,unknown,-71.1185629,42.3627796,803.0,35.0,Allston,12536.0,1326.0,3259.0,6271.0,1512.0,White alone,-0.08499999999999999,0.08135308460702631,0.08366896424241035
2010.0,BUSINESS,unknown,-71.1185629,42.3627796,803.0,35.0,Allston,12536.0,1326.0,3259.0,6271.0,1512.0,White alone,-0.08499999999999999,0.08135308460702631,0.08366896424241035
2010.0,BUSINESS,unknown,-71.11387859999999,42.3512829,803.0,35.0,Allston,12536.0,1326.0,3259.0,6271.0,1512.0,White alone,0.15242557150451885,0.08135308460702631,0.08366896424241035
