year,position_section,position_subsection,longitude,latitude,Tract,Article_Count,Neighborhood,White alone,Black or African American alone,Hispanic or Latino,"Asian, Native Hawaiian and Pacific Islander",Other Races or Multiple Races,majority_race,Sentiment,Mean_Sentiment_Section,Mean_Sentiment_Neighborhood
2016.0,EDITORIAL OPINION,Editorial,-71.0201972,42.3665992,981300.0,17.0,East Boston,15760.0,1403.0,21700.0,1932.0,2271.0,Hispanic or Latino,0.1621528779862113,0.11113457546032023,0.09133452403768899
2016.0,BUSINESS,unknown,-71.00955809999999,42.3656154,981300.0,17.0,East Boston,15760.0,1403.0,21700.0,1932.0,2271.0,Hispanic or Latino,0.0915634545829351,0.08800779749390043,0.09133452403768899
2016.0,LIVING ARTS,unknown,-71.00955809999999,42.3656154,981300.0,17.0,East Boston,15760.0,1403.0,21700.0,1932.0,2271.0,Hispanic or Latino,0.18237775482093663,0.11883146937622137,0.09133452403768899
2016.0,NEWS,Metro,-71.00955809999999,42.3656154,981300.0,17.0,East Boston,15760.0,1403.0,21700.0,1932.0,2271.0,Hispanic or Latino,0.0403044942175377,0.08129181244789048,0.09133452403768899
2016.0,BUSINESS,unknown,-71.00955809999999,42.3656154,981300.0,17.0,East Boston,15760.0,1403.0,21700.0,1932.0,2271.0,Hispanic or Latino,0.10895021645021645,0.08800779749390043,0.09133452403768899
2016.0,EDITORIAL OPINION,Editorial,-71.01078319999999,42.3653985,981300.0,17.0,East Boston,15760.0,1403.0,21700.0,1932.0,2271.0,Hispanic or Latino,0.05008960573476703,0.11113457546032023,0.09133452403768899
2016.0,NEWS,Metro,-71.01078319999999,42.3653985,981300.0,17.0,East Boston,15760.0,1403.0,21700.0,1932.0,2271.0,Hispanic or Latino,0.09073549783549785,0.08129181244789048,0.09133452403768899
2016.0,SUNDAY,Travel,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.11494109461966606,0.14032958758027947,0.0951150166845394
2016.0,LIVING ARTS,unknown,-71.057993,42.360406,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.10679514034352744,0.11883146937622137,0.0951150166845394
2016.0,SUNDAY,Travel,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.1119632949210414,0.14032958758027947,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.10346027846027846,0.08129181244789048,0.0951150166845394
2016.0,MAGAZINE,unknown,-71.0561981,42.3587684,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.2247271825396825,0.11947133181260178,0.0951150166845394
2016.0,MAGAZINE,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.06910866910866915,0.11947133181260178,0.0951150166845394
2016.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.13499999999999998,0.08800779749390043,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.034691693049902016,0.08129181244789048,0.0951150166845394
2016.0,LIVING ARTS,unknown,-71.0546914,42.3596515,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.13072638146167553,0.11883146937622137,0.0951150166845394
2016.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,-0.031180555555555555,0.08800779749390043,0.0951150166845394
2016.0,EDITORIAL OPINION,Editorial,-71.062193,42.359595,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.08710784313725492,0.11113457546032023,0.0951150166845394
2016.0,SPORTS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.23519268774703567,0.08453545127745295,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.011990595611285257,0.08129181244789048,0.0951150166845394
2016.0,LIVING ARTS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.08,0.11883146937622137,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.1333585858585859,0.08129181244789048,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.07289231601731601,0.08129181244789048,0.0951150166845394
2016.0,SPORTS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.05806564433683078,0.08453545127745295,0.0951150166845394
2016.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.13710869196163317,0.08800779749390043,0.0951150166845394
2016.0,NEWS,Metro,-71.0583671,42.3585498,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.13818091630591628,0.08129181244789048,0.0951150166845394
2016.0,LIVING ARTS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.10778083730615376,0.11883146937622137,0.0951150166845394
2016.0,SPORTS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.10674144037780399,0.08453545127745295,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.08129984051036682,0.08129181244789048,0.0951150166845394
2016.0,EDITORIAL OPINION,Editorial,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.09373997915664581,0.11113457546032023,0.0951150166845394
2016.0,REGIONAL,North,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.28997113997114,0.1441442778211467,0.0951150166845394
2016.0,SPORTS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.20001515151515153,0.08453545127745295,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.12642927418901445,0.08129181244789048,0.0951150166845394
2016.0,REGIONAL,North,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.2079076479076479,0.1441442778211467,0.0951150166845394
2016.0,SPORTS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.14166666666666666,0.08453545127745295,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.07428345959595961,0.08129181244789048,0.0951150166845394
2016.0,SPORTS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.049375,0.08453545127745295,0.0951150166845394
2016.0,REGIONAL,North,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.2530455416231278,0.1441442778211467,0.0951150166845394
2016.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.04940051020408165,0.08800779749390043,0.0951150166845394
2016.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.10059670059670059,0.08800779749390043,0.0951150166845394
2016.0,BUSINESS,unknown,-71.05754,42.3569827,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.13546967089135759,0.08800779749390043,0.0951150166845394
2016.0,SPORTS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,-0.08238636363636363,0.08453545127745295,0.0951150166845394
2016.0,LIVING ARTS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.25206611570247933,0.11883146937622137,0.0951150166845394
2016.0,EDITORIAL OPINION,Editorial,-71.0582731,42.3603082,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.1344410491469315,0.11113457546032023,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.058862433862433866,0.08129181244789048,0.0951150166845394
2016.0,SPORTS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.19691460055096424,0.08453545127745295,0.0951150166845394
2016.0,EDITORIAL OPINION,Letters,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.1520408163265306,0.11113457546032023,0.0951150166845394
2016.0,SUNDAY,Ideas,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.2314664502164502,0.14032958758027947,0.0951150166845394
2016.0,EDITORIAL OPINION,Letters,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,-0.09358974358974358,0.11113457546032023,0.0951150166845394
2016.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.16498804677909149,0.08800779749390043,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.09235842985842985,0.08129181244789048,0.0951150166845394
2016.0,MAGAZINE,unknown,-71.0561981,42.3587684,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.04559884559884561,0.11947133181260178,0.0951150166845394
2016.0,SPORTS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.12599379048847134,0.08453545127745295,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.07021349862258953,0.08129181244789048,0.0951150166845394
2016.0,EDITORIAL OPINION,Opinion,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.13666144200626956,0.11113457546032023,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.1282613706639681,0.08129181244789048,0.0951150166845394
2016.0,LIVING ARTS,unknown,-71.0513553,42.3593857,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.014025198938992046,0.11883146937622137,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.024561403508771926,0.08129181244789048,0.0951150166845394
2016.0,NEWS,Metro,-71.0590624,42.3604802,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.15916471506635435,0.08129181244789048,0.0951150166845394
2016.0,NEWS,Metro,-71.0546708,42.3592001,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.10224675324675325,0.08129181244789048,0.0951150166845394
2016.0,LIVING ARTS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.2438888888888889,0.11883146937622137,0.0951150166845394
2016.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.1832535885167464,0.08800779749390043,0.0951150166845394
2016.0,NEWS,Metro,-71.0561981,42.3587684,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.15590277777777775,0.08129181244789048,0.0951150166845394
2016.0,EDITORIAL OPINION,Editorial,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.10200494743351887,0.11113457546032023,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.04663299663299666,0.08129181244789048,0.0951150166845394
2016.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.1838242115027829,0.08800779749390043,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.1695367132867133,0.08129181244789048,0.0951150166845394
2016.0,LIVING ARTS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.174,0.11883146937622137,0.0951150166845394
2016.0,BUSINESS,unknown,-71.057993,42.360406,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.08562361062361061,0.08800779749390043,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.07999929854096521,0.08129181244789048,0.0951150166845394
2016.0,LIVING ARTS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.09592316017316016,0.11883146937622137,0.0951150166845394
2016.0,EDITORIAL OPINION,Opinion,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.11977006911217437,0.11113457546032023,0.0951150166845394
2016.0,LIVING ARTS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.031818181818181815,0.11883146937622137,0.0951150166845394
2016.0,NEWS,Metro,-71.0571259,42.3616626,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,-0.012679357679357675,0.08129181244789048,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.060230654761904756,0.08129181244789048,0.0951150166845394
2016.0,REGIONAL,South,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.302,0.1441442778211467,0.0951150166845394
2014.0,SUNDAY,Ideas,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.08668339236521055,0.14032958758027947,0.0951150166845394
2015.0,SUNDAY,Ideas,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.08668339236521055,0.14032958758027947,0.0951150166845394
2016.0,SUNDAY,Ideas,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.08668339236521055,0.14032958758027947,0.0951150166845394
2017.0,SUNDAY,Ideas,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.08668339236521055,0.14032958758027947,0.0951150166845394
2017.0,SUNDAY,Ideas,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.08668339236521055,0.14032958758027947,0.0951150166845394
2018.0,SUNDAY,Ideas,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.08668339236521055,0.14032958758027947,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.10230031406501994,0.08129181244789048,0.0951150166845394
2016.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.10076884920634921,0.08800779749390043,0.0951150166845394
2016.0,SUNDAY,Travel,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.1332070707070707,0.14032958758027947,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.09411641929499075,0.08129181244789048,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.21865617211071753,0.08129181244789048,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.17982804232804234,0.08129181244789048,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.014977359804946012,0.08129181244789048,0.0951150166845394
2016.0,SPORTS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.08821796002351559,0.08453545127745295,0.0951150166845394
2016.0,EDITORIAL OPINION,Editorial,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.1023989898989899,0.11113457546032023,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.11354961653572762,0.08129181244789048,0.0951150166845394
2016.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.08196022727272727,0.08800779749390043,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.10374999999999998,0.08129181244789048,0.0951150166845394
2016.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.12083333333333335,0.08800779749390043,0.0951150166845394
2016.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,-0.07458048224177256,0.08800779749390043,0.0951150166845394
2016.0,NEWS,Metro,-71.057993,42.360406,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.12572727272727277,0.08129181244789048,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.003174603174603193,0.08129181244789048,0.0951150166845394
2016.0,SPORTS,College,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.06976455026455029,0.08453545127745295,0.0951150166845394
2016.0,EDITORIAL OPINION,Editorial,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.1437683284457478,0.11113457546032023,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.006349206349206347,0.08129181244789048,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.12039705086580085,0.08129181244789048,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.1500892857142857,0.08129181244789048,0.0951150166845394
2016.0,SPORTS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.1287502961383558,0.08453545127745295,0.0951150166845394
2016.0,REGIONAL,West,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.16603708791208793,0.1441442778211467,0.0951150166845394
2016.0,LIVING ARTS,Food,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.23503564213564207,0.11883146937622137,0.0951150166845394
2016.0,SPORTS,School,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,-0.4,0.08453545127745295,0.0951150166845394
2016.0,BUSINESS,unknown,-71.05762310000001,42.3573021,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.09316704996392494,0.08800779749390043,0.0951150166845394
2016.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.04047619047619048,0.08800779749390043,0.0951150166845394
2016.0,BUSINESS,unknown,-71.0608072,42.36049089999999,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.0940821158008658,0.08800779749390043,0.0951150166845394
2016.0,SPORTS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.10510442773600671,0.08453545127745295,0.0951150166845394
2016.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.03465277777777778,0.08800779749390043,0.0951150166845394
2016.0,LIVING ARTS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.06730769230769232,0.11883146937622137,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,-0.002500000000000001,0.08129181244789048,0.0951150166845394
2016.0,EDITORIAL OPINION,Editorial,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.06482758620689655,0.11113457546032023,0.0951150166845394
2016.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.04940696649029981,0.08800779749390043,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.13192302489177488,0.08129181244789048,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.07051998861858015,0.08129181244789048,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.12159498031208557,0.08129181244789048,0.0951150166845394
2016.0,EDITORIAL OPINION,Letters,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.15,0.11113457546032023,0.0951150166845394
2016.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.03515159109895951,0.08800779749390043,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.17184956709956714,0.08129181244789048,0.0951150166845394
2016.0,REGIONAL,North,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.18738201341142519,0.1441442778211467,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.11749851455733808,0.08129181244789048,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,-0.006733405483405487,0.08129181244789048,0.0951150166845394
2016.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.02688830266955267,0.08800779749390043,0.0951150166845394
2016.0,LIVING ARTS,unknown,-71.0617551,42.3584907,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.21749999999999997,0.11883146937622137,0.0951150166845394
2016.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.06728080120937266,0.08800779749390043,0.0951150166845394
2016.0,LIVING ARTS,Food,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.09712289562289561,0.11883146937622137,0.0951150166845394
2016.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.12227133081971792,0.08800779749390043,0.0951150166845394
2016.0,BUSINESS,unknown,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.12227133081971792,0.08800779749390043,0.0951150166845394
2016.0,EDITORIAL OPINION,Opinion,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.14817708333333332,0.11113457546032023,0.0951150166845394
2016.0,EDITORIAL OPINION,Letters,-71.0501018,42.363291,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.03888888888888889,0.11113457546032023,0.0951150166845394
2016.0,BUSINESS,unknown,-71.0561981,42.3587684,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.04435736677115987,0.08800779749390043,0.0951150166845394
2016.0,NEWS,Metro,-71.0588801,42.3600825,30300.0,978.0,North End,9306.0,141.0,528.0,445.0,385.0,White alone,0.10963541666666665,0.08129181244789048,0.0951150166845394
