geoid,cr_geoid,name,original_id,pop100,hu100,state_place_fips
250250701018024,189,Downtown,7,0,0,2507000
250250701018025,189,Downtown,7,0,0,2507000
250250701018026,189,Downtown,7,0,0,2507000
250250701018027,189,Downtown,7,0,0,2507000
250250701018028,189,Downtown,7,0,0,2507000
250250701018029,189,Downtown,7,0,0,2507000
250250701018030,189,Downtown,7,0,0,2507000
250250701018031,189,Downtown,7,0,0,2507000
250250701018032,189,Downtown,7,0,0,2507000
250250701018033,189,Downtown,7,0,0,2507000
250250701018034,189,Downtown,7,16,10,2507000
250250701018035,189,Downtown,7,0,0,2507000
250250701018036,189,Downtown,7,0,0,2507000
250250701018037,189,Downtown,7,0,0,2507000
250250701018038,189,Downtown,7,0,0,2507000
250250701018039,189,Downtown,7,0,0,2507000
250250701018040,189,Downtown,7,0,0,2507000
250250701018041,189,Downtown,7,0,0,2507000
250250701018042,189,Downtown,7,0,0,2507000
250250701018043,189,Downtown,7,0,0,2507000
250250701018044,189,Downtown,7,0,0,2507000
250250701018045,189,Downtown,7,0,0,2507000
250250701018046,189,Downtown,7,0,0,2507000
250250701018047,189,Downtown,7,0,0,2507000
250250701018048,189,Downtown,7,0,0,2507000
250250701018049,189,Downtown,7,0,0,2507000
250250701018050,189,Downtown,7,0,0,2507000
250250701018051,189,Downtown,7,0,0,2507000
250250701018052,189,Downtown,7,0,0,2507000
250250701018053,189,Downtown,7,8,4,2507000
250250701018054,189,Downtown,7,27,0,2507000
250250701018055,189,Downtown,7,125,25,2507000
250250701018056,189,Downtown,7,3,2,2507000
250250701018057,189,Downtown,7,0,0,2507000
250250701018058,189,Downtown,7,0,0,2507000
250250701018059,189,Downtown,7,34,8,2507000
250250701018060,189,Downtown,7,62,42,2507000
250250701018061,189,Downtown,7,0,0,2507000
250250701018062,189,Downtown,7,0,0,2507000
250250701018063,189,Downtown,7,0,0,2507000
250250701018064,189,Downtown,7,0,0,2507000
250250701018065,189,Downtown,7,0,0,2507000
250250701018066,189,Downtown,7,0,0,2507000
250250701018067,189,Downtown,7,0,0,2507000
250250701018068,189,Downtown,7,0,0,2507000
250250701018069,189,Downtown,7,0,0,2507000
250250702003000,189,Downtown,7,1644,13,2507000
250250702003001,189,Downtown,7,40,28,2507000
250250702003002,189,Downtown,7,0,0,2507000
250250702003003,189,Downtown,7,148,216,2507000
250250702003004,189,Downtown,7,48,28,2507000
250250702003005,189,Downtown,7,6,0,2507000
250250702003006,189,Downtown,7,0,0,2507000
250250703001000,189,Downtown,7,84,90,2507000
250250703001001,189,Downtown,7,115,91,2507000
250250703001005,189,Downtown,7,0,0,2507000
250250703001006,189,Downtown,7,0,0,2507000
250250703001007,189,Downtown,7,287,235,2507000
250250703001008,189,Downtown,7,0,0,2507000
250259817001001,189,Downtown,7,0,0,2507000
250250101031000,190,Fenway,34,0,0,2507000
250250101031001,190,Fenway,34,0,0,2507000
250250101031002,190,Fenway,34,0,0,2507000
250250101031003,190,Fenway,34,0,0,2507000
250250101031004,190,Fenway,34,0,0,2507000
250250101031005,190,Fenway,34,1749,2,2507000
250250101031006,190,Fenway,34,0,0,2507000
250250101031007,190,Fenway,34,362,307,2507000
250250101031008,190,Fenway,34,0,0,2507000
250250101031009,190,Fenway,34,0,0,2507000
250250101031010,190,Fenway,34,0,0,2507000
250250101032000,190,Fenway,34,172,31,2507000
250250101032001,190,Fenway,34,551,17,2507000
250250101032002,190,Fenway,34,421,4,2507000
250250101033000,190,Fenway,34,521,61,2507000
250250101033001,190,Fenway,34,0,0,2507000
250250101033002,190,Fenway,34,0,0,2507000
250250101033003,190,Fenway,34,0,0,2507000
250250101033004,190,Fenway,34,0,0,2507000
250250101033005,190,Fenway,34,0,0,2507000
250250101033006,190,Fenway,34,44,12,2507000
250250101033007,190,Fenway,34,440,21,2507000
250250101033008,190,Fenway,34,0,0,2507000
250250101033009,190,Fenway,34,0,0,2507000
250250101033010,190,Fenway,34,0,0,2507000
250250101033011,190,Fenway,34,75,33,2507000
250250101033012,190,Fenway,34,234,40,2507000
250250101033013,190,Fenway,34,0,0,2507000
250250101041008,190,Fenway,34,0,0,2507000
250250101041009,190,Fenway,34,0,0,2507000
250250101041010,190,Fenway,34,0,0,2507000
250250101041011,190,Fenway,34,0,0,2507000
250250101041012,190,Fenway,34,0,0,2507000
250250101041013,190,Fenway,34,0,0,2507000
250250101041014,190,Fenway,34,0,0,2507000
250250101041015,190,Fenway,34,0,0,2507000
250250101041016,190,Fenway,34,0,0,2507000
250250101041017,190,Fenway,34,0,0,2507000
250250101042000,190,Fenway,34,0,0,2507000
250250101042001,190,Fenway,34,0,0,2507000
250250101042002,190,Fenway,34,0,0,2507000
250250101042003,190,Fenway,34,0,0,2507000
250250101042004,190,Fenway,34,0,0,2507000
250250101042005,190,Fenway,34,572,163,2507000
250250101042006,190,Fenway,34,0,0,2507000
250250101042007,190,Fenway,34,0,0,2507000
250250101042008,190,Fenway,34,0,0,2507000
250250101042009,190,Fenway,34,0,0,2507000
250250101042010,190,Fenway,34,591,69,2507000
250250101042011,190,Fenway,34,242,173,2507000
250250101042012,190,Fenway,34,0,0,2507000
250250101042013,190,Fenway,34,272,174,2507000
250250101042014,190,Fenway,34,622,5,2507000
250250101043000,190,Fenway,34,0,0,2507000
250250101043001,190,Fenway,34,0,0,2507000
250250101043002,190,Fenway,34,0,0,2507000
250250101043003,190,Fenway,34,0,0,2507000
250250101043004,190,Fenway,34,0,0,2507000
250250101043005,190,Fenway,34,0,0,2507000
250250101043006,190,Fenway,34,0,0,2507000
250250101043007,190,Fenway,34,0,0,2507000
250250101043008,190,Fenway,34,395,129,2507000
250250101043009,190,Fenway,34,0,0,2507000
250250101043010,190,Fenway,34,0,0,2507000
250250101043011,190,Fenway,34,0,0,2507000
250250101043012,190,Fenway,34,0,0,2507000
250250101043013,190,Fenway,34,0,0,2507000
250250101043014,190,Fenway,34,0,0,2507000
250250101043015,190,Fenway,34,0,0,2507000
250250101043016,190,Fenway,34,0,0,2507000
250250101043017,190,Fenway,34,650,467,2507000
250250101043018,190,Fenway,34,49,28,2507000
250250101043019,190,Fenway,34,100,86,2507000
250250101043020,190,Fenway,34,0,0,2507000
250250101043021,190,Fenway,34,0,0,2507000
250250101043022,190,Fenway,34,0,0,2507000
250250101043023,190,Fenway,34,0,0,2507000
250250101043024,190,Fenway,34,0,0,2507000
250250101043025,190,Fenway,34,0,0,2507000
250250101043026,190,Fenway,34,0,0,2507000
250250101043027,190,Fenway,34,0,0,2507000
250250102031000,190,Fenway,34,54,43,2507000
250250102031001,190,Fenway,34,0,0,2507000
250250102031002,190,Fenway,34,0,0,2507000
250250102031003,190,Fenway,34,0,0,2507000
250250102031004,190,Fenway,34,0,0,2507000
250250102031005,190,Fenway,34,0,0,2507000
250250102031006,190,Fenway,34,0,0,2507000
250250102031007,190,Fenway,34,694,446,2507000
250250102031008,190,Fenway,34,0,0,2507000
250250102031009,190,Fenway,34,0,0,2507000
250250102031010,190,Fenway,34,396,228,2507000
250250102031011,190,Fenway,34,0,0,2507000
250250102031012,190,Fenway,34,0,0,2507000
250250102032000,190,Fenway,34,0,0,2507000
250250102032001,190,Fenway,34,0,0,2507000
250250102032002,190,Fenway,34,823,574,2507000
250250102032003,190,Fenway,34,0,0,2507000
250250102032004,190,Fenway,34,284,203,2507000
250250102032005,190,Fenway,34,245,132,2507000
250250102032006,190,Fenway,34,437,242,2507000
250250102032007,190,Fenway,34,0,0,2507000
250250102032008,190,Fenway,34,580,375,2507000
250250102033000,190,Fenway,34,119,103,2507000
250250102033001,190,Fenway,34,123,92,2507000
250250102033002,190,Fenway,34,415,303,2507000
250250102033003,190,Fenway,34,482,331,2507000
250250102033004,190,Fenway,34,62,46,2507000
250250102033005,190,Fenway,34,0,0,2507000
250250102033006,190,Fenway,34,362,203,2507000
250250102034000,190,Fenway,34,0,0,2507000
250250102034001,190,Fenway,34,0,0,2507000
250250102034002,190,Fenway,34,36,15,2507000
250250102034003,190,Fenway,34,457,327,2507000
250250102041000,190,Fenway,34,0,0,2507000
250250102041001,190,Fenway,34,164,27,2507000
250250102041002,190,Fenway,34,147,27,2507000
250250102041003,190,Fenway,34,320,126,2507000
250250102041004,190,Fenway,34,212,61,2507000
250250102041005,190,Fenway,34,255,46,2507000
250250102042000,190,Fenway,34,150,37,2507000
250250102042001,190,Fenway,34,163,10,2507000
250250102042002,190,Fenway,34,323,95,2507000
250250102042003,190,Fenway,34,142,94,2507000
250250102042004,190,Fenway,34,7,3,2507000
250250102042005,190,Fenway,34,107,77,2507000
250250102042006,190,Fenway,34,27,15,2507000
250250102042007,190,Fenway,34,33,28,2507000
250250102042008,190,Fenway,34,48,36,2507000
250250102042009,190,Fenway,34,132,63,2507000
250250102042010,190,Fenway,34,65,21,2507000
250250102043000,190,Fenway,34,93,70,2507000
250250102043001,190,Fenway,34,0,0,2507000
250250102043002,190,Fenway,34,0,0,2507000
250250102043003,190,Fenway,34,174,110,2507000
250250102043004,190,Fenway,34,0,0,2507000
250250102043005,190,Fenway,34,0,0,2507000
250250102043006,190,Fenway,34,0,0,2507000
250250102043007,190,Fenway,34,0,0,2507000
250250102043008,190,Fenway,34,611,337,2507000
250250102043009,190,Fenway,34,0,0,2507000
250250102043010,190,Fenway,34,0,0,2507000
250250102043011,190,Fenway,34,0,0,2507000
250250102043012,190,Fenway,34,0,0,2507000
250250102043013,190,Fenway,34,0,0,2507000
250250102043014,190,Fenway,34,0,0,2507000
250250103001000,190,Fenway,34,0,0,2507000
250250103001001,190,Fenway,34,0,0,2507000
250250103001002,190,Fenway,34,0,0,2507000
250250103001003,190,Fenway,34,0,0,2507000
250250103001007,190,Fenway,34,1144,123,2507000
250250103001008,190,Fenway,34,0,0,2507000
250250103001009,190,Fenway,34,177,97,2507000
250250103001010,190,Fenway,34,0,0,2507000
250250104031000,190,Fenway,34,59,52,2507000
250250104031001,190,Fenway,34,516,375,2507000
250250104031002,190,Fenway,34,661,430,2507000
250250104031003,190,Fenway,34,0,0,2507000
250250104032000,190,Fenway,34,89,49,2507000
250250104032001,190,Fenway,34,73,25,2507000
250250104032002,190,Fenway,34,692,466,2507000
250250104032003,190,Fenway,34,166,128,2507000
250250104033000,190,Fenway,34,684,521,2507000
250250104033001,190,Fenway,34,63,30,2507000
250250104041000,190,Fenway,34,771,438,2507000
250250104041001,190,Fenway,34,250,61,2507000
250250104041002,190,Fenway,34,87,36,2507000
250250104041003,190,Fenway,34,505,275,2507000
250250104041004,190,Fenway,34,230,103,2507000
250250104041005,190,Fenway,34,118,32,2507000
250250104041006,190,Fenway,34,285,160,2507000
250250104041007,190,Fenway,34,107,65,2507000
250250104041008,190,Fenway,34,0,0,2507000
250250104042000,190,Fenway,34,915,193,2507000
250250104042001,190,Fenway,34,1201,0,2507000
250250104042002,190,Fenway,34,432,52,2507000
250250104043000,190,Fenway,34,586,272,2507000
250250104043001,190,Fenway,34,330,175,2507000
250250104051000,190,Fenway,34,0,0,2507000
250250104051001,190,Fenway,34,0,0,2507000
250250104051002,190,Fenway,34,0,0,2507000
250250104051003,190,Fenway,34,0,0,2507000
250250104051004,190,Fenway,34,145,3,2507000
250250104051005,190,Fenway,34,0,0,2507000
250250104051006,190,Fenway,34,0,0,2507000
250250104051007,190,Fenway,34,0,0,2507000
250250104051008,190,Fenway,34,0,0,2507000
250250104051009,190,Fenway,34,0,0,2507000
250250104051010,190,Fenway,34,0,0,2507000
250250104051011,190,Fenway,34,1295,2,2507000
250250104051012,190,Fenway,34,201,0,2507000
250250104051013,190,Fenway,34,0,0,2507000
250250104051014,190,Fenway,34,0,0,2507000
250250104051015,190,Fenway,34,950,1,2507000
250250104051016,190,Fenway,34,0,0,2507000
250250104052000,190,Fenway,34,390,121,2507000
250250104052001,190,Fenway,34,192,102,2507000
250250104052002,190,Fenway,34,0,0,2507000
250250104052003,190,Fenway,34,0,0,2507000
250250104052004,190,Fenway,34,1040,327,2507000
250250104052005,190,Fenway,34,420,0,2507000
250250104052006,190,Fenway,34,0,0,2507000
250250104052007,190,Fenway,34,5,2,2507000
250250104052008,190,Fenway,34,258,81,2507000
250250104053000,190,Fenway,34,0,0,2507000
250250104053001,190,Fenway,34,18,8,2507000
250250104053002,190,Fenway,34,266,216,2507000
250250104053003,190,Fenway,34,233,85,2507000
250250104053004,190,Fenway,34,0,0,2507000
250250104053005,190,Fenway,34,0,0,2507000
250250104053006,190,Fenway,34,109,46,2507000
250250104081000,190,Fenway,34,143,128,2507000
250250104081001,190,Fenway,34,346,235,2507000
250250104081002,190,Fenway,34,241,143,2507000
250250104081003,190,Fenway,34,11,4,2507000
250250104081004,190,Fenway,34,460,281,2507000
250250104081005,190,Fenway,34,225,170,2507000
250259815011032,190,Fenway,34,7,0,2507000
250259815011057,190,Fenway,34,0,0,2507000
250259815011058,190,Fenway,34,0,0,2507000
250259815011059,190,Fenway,34,0,0,2507000
250259815011060,190,Fenway,34,0,0,2507000
250259815011061,190,Fenway,34,0,0,2507000
250259815011063,190,Fenway,34,0,0,2507000
250259815011064,190,Fenway,34,0,0,2507000
250259818001000,190,Fenway,34,0,0,2507000
250259818001001,190,Fenway,34,0,0,2507000
250259818001002,190,Fenway,34,0,0,2507000
250259818001003,190,Fenway,34,0,0,2507000
250259818001004,190,Fenway,34,0,0,2507000
250259818001005,190,Fenway,34,0,0,2507000
250259818001006,190,Fenway,34,0,0,2507000
250259818001007,190,Fenway,34,0,0,2507000
250259818001008,190,Fenway,34,0,0,2507000
250259818001009,190,Fenway,34,0,0,2507000
250259818001010,190,Fenway,34,0,0,2507000
250259818001011,190,Fenway,34,0,0,2507000
250259818001012,190,Fenway,34,0,0,2507000
250259818001013,190,Fenway,34,0,0,2507000
250259818001014,190,Fenway,34,0,0,2507000
250259818001015,190,Fenway,34,0,0,2507000
250259818001016,190,Fenway,34,0,0,2507000
250259818001017,190,Fenway,34,4,1,2507000
250259818001018,190,Fenway,34,0,0,2507000
250259818001019,190,Fenway,34,0,0,2507000
250259818001020,190,Fenway,34,0,0,2507000
250259818001021,190,Fenway,34,0,0,2507000
250259818001022,190,Fenway,34,1,0,2507000
250259818001023,190,Fenway,34,0,0,2507000
250259818001049,190,Fenway,34,0,0,2507000
250250001001005,191,Brighton,25,0,0,2507000
250250001001006,191,Brighton,25,124,43,2507000
250250001001007,191,Brighton,25,101,80,2507000
250250001001008,191,Brighton,25,6,10,2507000
250250001001009,191,Brighton,25,0,0,2507000
250250001001010,191,Brighton,25,0,0,2507000
250250001001011,191,Brighton,25,0,0,2507000
250250001001012,191,Brighton,25,0,0,2507000
250250001001013,191,Brighton,25,0,0,2507000
250250001001014,191,Brighton,25,0,0,2507000
250250001001015,191,Brighton,25,55,21,2507000
250250001001016,191,Brighton,25,12,4,2507000
250250001001017,191,Brighton,25,142,69,2507000
250250001001018,191,Brighton,25,84,24,2507000
250250001001019,191,Brighton,25,185,75,2507000
250250001001020,191,Brighton,25,23,6,2507000
250250001001021,191,Brighton,25,54,26,2507000
250250001001022,191,Brighton,25,73,30,2507000
250250001001023,191,Brighton,25,2,1,2507000
250250001001024,191,Brighton,25,159,66,2507000
250250001001025,191,Brighton,25,23,12,2507000
250250001001026,191,Brighton,25,0,0,2507000
250250001001027,191,Brighton,25,0,0,2507000
250250001001028,191,Brighton,25,0,0,2507000
250250001001030,191,Brighton,25,0,0,2507000
250250001001031,191,Brighton,25,0,0,2507000
250250001001032,191,Brighton,25,0,0,2507000
250250001001033,191,Brighton,25,0,0,2507000
250250001001034,191,Brighton,25,0,0,2507000
250250001001035,191,Brighton,25,0,0,2507000
250250001001036,191,Brighton,25,47,19,2507000
250250001001037,191,Brighton,25,0,0,2507000
250250001001038,191,Brighton,25,0,0,2507000
250250001001039,191,Brighton,25,209,66,2507000
250250001001040,191,Brighton,25,0,0,2507000
250250001001041,191,Brighton,25,0,0,2507000
250250001001042,191,Brighton,25,24,16,2507000
250250001001043,191,Brighton,25,55,16,2507000
250250001001044,191,Brighton,25,0,0,2507000
250250001001045,191,Brighton,25,0,0,2507000
250250001001046,191,Brighton,25,0,0,2507000
250250001001047,191,Brighton,25,0,0,2507000
250250001001048,191,Brighton,25,0,0,2507000
250250001001049,191,Brighton,25,0,0,2507000
250250001004000,191,Brighton,25,82,34,2507000
250250001004001,191,Brighton,25,44,19,2507000
250250001004002,191,Brighton,25,208,84,2507000
250250001004003,191,Brighton,25,66,24,2507000
250250001004004,191,Brighton,25,49,28,2507000
250250001004005,191,Brighton,25,357,108,2507000
250250001004006,191,Brighton,25,36,9,2507000
250250001004007,191,Brighton,25,80,28,2507000
250250001004008,191,Brighton,25,73,32,2507000
250250001004009,191,Brighton,25,8,6,2507000
250250002011000,191,Brighton,25,0,0,2507000
250250002011001,191,Brighton,25,0,0,2507000
250250002011002,191,Brighton,25,102,33,2507000
250250002011003,191,Brighton,25,0,0,2507000
250250002011004,191,Brighton,25,0,0,2507000
250250002011005,191,Brighton,25,0,0,2507000
250250002011006,191,Brighton,25,0,0,2507000
250250002011007,191,Brighton,25,0,0,2507000
250250002011008,191,Brighton,25,0,0,2507000
250250002011009,191,Brighton,25,15,6,2507000
250250002011010,191,Brighton,25,96,32,2507000
250250002011011,191,Brighton,25,110,47,2507000
250250002011012,191,Brighton,25,140,64,2507000
250250002011013,191,Brighton,25,72,26,2507000
250250002011014,191,Brighton,25,217,97,2507000
250250002011015,191,Brighton,25,42,24,2507000
250250002011016,191,Brighton,25,95,39,2507000
250250002011017,191,Brighton,25,46,19,2507000
250250002012000,191,Brighton,25,171,67,2507000
250250002012001,191,Brighton,25,233,90,2507000
250250002012002,191,Brighton,25,163,62,2507000
250250002012003,191,Brighton,25,135,54,2507000
250250002012004,191,Brighton,25,88,34,2507000
250250002013000,191,Brighton,25,217,107,2507000
250250002013001,191,Brighton,25,406,123,2507000
250250002013002,191,Brighton,25,104,40,2507000
250250002013003,191,Brighton,25,230,95,2507000
250250002013004,191,Brighton,25,178,73,2507000
250250002013005,191,Brighton,25,259,103,2507000
250250002014000,191,Brighton,25,274,164,2507000
250250002014001,191,Brighton,25,80,38,2507000
250250002014002,191,Brighton,25,243,103,2507000
250250002014003,191,Brighton,25,138,78,2507000
250250002021000,191,Brighton,25,304,128,2507000
250250002021001,191,Brighton,25,111,47,2507000
250250002021002,191,Brighton,25,162,71,2507000
250250002021003,191,Brighton,25,41,17,2507000
250250002021004,191,Brighton,25,48,20,2507000
250250002021005,191,Brighton,25,75,32,2507000
250250002021006,191,Brighton,25,141,42,2507000
250250002021007,191,Brighton,25,93,40,2507000
250250002021008,191,Brighton,25,278,107,2507000
250250002021009,191,Brighton,25,234,93,2507000
250250002022000,191,Brighton,25,321,144,2507000
250250002022001,191,Brighton,25,78,28,2507000
250250002022002,191,Brighton,25,101,37,2507000
250250002022003,191,Brighton,25,302,144,2507000
250250002022004,191,Brighton,25,23,8,2507000
250250002023000,191,Brighton,25,129,48,2507000
250250002023001,191,Brighton,25,82,36,2507000
250250002023002,191,Brighton,25,14,4,2507000
250250002023003,191,Brighton,25,47,20,2507000
250250002023004,191,Brighton,25,174,67,2507000
250250002023005,191,Brighton,25,91,34,2507000
250250002023006,191,Brighton,25,95,43,2507000
250250002023007,191,Brighton,25,116,46,2507000
250250002024000,191,Brighton,25,825,266,2507000
250250003011000,191,Brighton,25,0,0,2507000
250250003011001,191,Brighton,25,0,0,2507000
250250003011002,191,Brighton,25,0,0,2507000
250250003011003,191,Brighton,25,0,0,2507000
250250003011004,191,Brighton,25,0,0,2507000
250250003011005,191,Brighton,25,105,41,2507000
250250003011006,191,Brighton,25,252,98,2507000
250250003011007,191,Brighton,25,166,65,2507000
250250003011008,191,Brighton,25,114,49,2507000
250250003011009,191,Brighton,25,1,1,2507000
250250003012000,191,Brighton,25,448,157,2507000
250250003012001,191,Brighton,25,54,29,2507000
250250003012002,191,Brighton,25,85,39,2507000
250250003012003,191,Brighton,25,107,47,2507000
250250003012004,191,Brighton,25,96,37,2507000
250250003013000,191,Brighton,25,141,64,2507000
250250003013001,191,Brighton,25,123,51,2507000
250250003013002,191,Brighton,25,163,70,2507000
250250003013003,191,Brighton,25,47,21,2507000
250250003013004,191,Brighton,25,56,27,2507000
250250003013005,191,Brighton,25,70,33,2507000
250250003013006,191,Brighton,25,0,0,2507000
250250003013007,191,Brighton,25,0,0,2507000
250250003013008,191,Brighton,25,0,0,2507000
250250003014000,191,Brighton,25,313,182,2507000
250250003014001,191,Brighton,25,42,18,2507000
250250003014002,191,Brighton,25,171,102,2507000
250250003014003,191,Brighton,25,164,78,2507000
250250003014004,191,Brighton,25,22,10,2507000
250250003021000,191,Brighton,25,769,240,2507000
250250003021001,191,Brighton,25,0,0,2507000
250250003021002,191,Brighton,25,203,91,2507000
250250003021003,191,Brighton,25,183,80,2507000
250250003021004,191,Brighton,25,83,35,2507000
250250003021005,191,Brighton,25,83,41,2507000
250250003021006,191,Brighton,25,104,48,2507000
250250003021007,191,Brighton,25,122,56,2507000
250250003022000,191,Brighton,25,107,48,2507000
250250003022001,191,Brighton,25,410,223,2507000
250250003022002,191,Brighton,25,72,33,2507000
250250003022003,191,Brighton,25,40,14,2507000
250250003022004,191,Brighton,25,131,57,2507000
250250003022005,191,Brighton,25,0,0,2507000
250250003022006,191,Brighton,25,5,4,2507000
250250003022007,191,Brighton,25,323,148,2507000
250250003022008,191,Brighton,25,270,132,2507000
250250003022009,191,Brighton,25,55,24,2507000
250250003022010,191,Brighton,25,90,35,2507000
250250003022011,191,Brighton,25,92,37,2507000
250250004011000,191,Brighton,25,326,216,2507000
250250004011001,191,Brighton,25,184,69,2507000
250250004011002,191,Brighton,25,627,382,2507000
250250004011003,191,Brighton,25,361,205,2507000
250250004012000,191,Brighton,25,207,88,2507000
250250004012001,191,Brighton,25,260,141,2507000
250250004012002,191,Brighton,25,99,56,2507000
250250004012003,191,Brighton,25,126,49,2507000
250250004012004,191,Brighton,25,334,140,2507000
250250004012005,191,Brighton,25,112,40,2507000
250250004013000,191,Brighton,25,221,100,2507000
250250004013001,191,Brighton,25,204,86,2507000
250250004013002,191,Brighton,25,51,26,2507000
250250004013003,191,Brighton,25,192,76,2507000
250250004013004,191,Brighton,25,46,16,2507000
250250004013005,191,Brighton,25,313,118,2507000
250250004013006,191,Brighton,25,0,0,2507000
250250004014000,191,Brighton,25,76,26,2507000
250250004014001,191,Brighton,25,106,32,2507000
250250004014002,191,Brighton,25,787,580,2507000
250250004014003,191,Brighton,25,209,64,2507000
250250004014004,191,Brighton,25,216,83,2507000
250250004014005,191,Brighton,25,615,372,2507000
250250004014006,191,Brighton,25,0,0,2507000
250250004021000,191,Brighton,25,157,50,2507000
250250004021001,191,Brighton,25,176,77,2507000
250250004021002,191,Brighton,25,241,107,2507000
250250004021003,191,Brighton,25,115,57,2507000
250250004021004,191,Brighton,25,225,73,2507000
250250004021005,191,Brighton,25,129,40,2507000
250250004021006,191,Brighton,25,482,251,2507000
250250004022000,191,Brighton,25,99,43,2507000
250250004022001,191,Brighton,25,29,14,2507000
250250004022002,191,Brighton,25,35,17,2507000
250250004022003,191,Brighton,25,69,32,2507000
250250004022004,191,Brighton,25,22,10,2507000
250250004022005,191,Brighton,25,100,43,2507000
250250004022006,191,Brighton,25,0,0,2507000
250250004022007,191,Brighton,25,155,51,2507000
250250004022008,191,Brighton,25,39,17,2507000
250250004022009,191,Brighton,25,70,0,2507000
250250004022010,191,Brighton,25,0,0,2507000
250250004022011,191,Brighton,25,0,0,2507000
250250004022012,191,Brighton,25,0,0,2507000
250250004022013,191,Brighton,25,0,0,2507000
250250004022014,191,Brighton,25,0,0,2507000
250250004022015,191,Brighton,25,0,0,2507000
250250004022016,191,Brighton,25,0,0,2507000
250250004022017,191,Brighton,25,222,84,2507000
250250004022018,191,Brighton,25,155,70,2507000
250250004023000,191,Brighton,25,137,73,2507000
250250004023001,191,Brighton,25,224,94,2507000
250250004023002,191,Brighton,25,0,0,2507000
250250004023003,191,Brighton,25,71,36,2507000
250250004023004,191,Brighton,25,132,70,2507000
250250004023005,191,Brighton,25,326,131,2507000
250250004023006,191,Brighton,25,60,27,2507000
250250004023007,191,Brighton,25,178,76,2507000
250250005021000,191,Brighton,25,192,144,2507000
250250005021002,191,Brighton,25,181,75,2507000
250250005021003,191,Brighton,25,134,76,2507000
250250005021004,191,Brighton,25,176,102,2507000
250250005021005,191,Brighton,25,0,0,2507000
250250005021006,191,Brighton,25,0,0,2507000
250250005021007,191,Brighton,25,0,0,2507000
250250005021008,191,Brighton,25,0,0,2507000
250250005021009,191,Brighton,25,160,103,2507000
250250005021010,191,Brighton,25,40,22,2507000
250250005021011,191,Brighton,25,0,0,2507000
250250005021012,191,Brighton,25,0,0,2507000
250250005021014,191,Brighton,25,0,0,2507000
250250005021015,191,Brighton,25,0,0,2507000
250250005021016,191,Brighton,25,0,0,2507000
250250005022000,191,Brighton,25,0,0,2507000
250250005022001,191,Brighton,25,0,0,2507000
250250005022002,191,Brighton,25,64,51,2507000
250250005022003,191,Brighton,25,650,493,2507000
250250005022004,191,Brighton,25,0,0,2507000
250250005022005,191,Brighton,25,0,0,2507000
250250005022006,191,Brighton,25,0,0,2507000
250250005022007,191,Brighton,25,0,0,2507000
250250005022008,191,Brighton,25,0,0,2507000
250250005022009,191,Brighton,25,0,0,2507000
250250005022010,191,Brighton,25,0,0,2507000
250250005022011,191,Brighton,25,0,0,2507000
250250005022012,191,Brighton,25,0,0,2507000
250250005022013,191,Brighton,25,0,0,2507000
250250005022014,191,Brighton,25,0,0,2507000
250250005022015,191,Brighton,25,0,0,2507000
250250005022016,191,Brighton,25,0,0,2507000
250250005022017,191,Brighton,25,0,0,2507000
250250005022018,191,Brighton,25,0,0,2507000
250250005022019,191,Brighton,25,0,0,2507000
250250005022020,191,Brighton,25,1,1,2507000
250250005022021,191,Brighton,25,0,0,2507000
250250005022022,191,Brighton,25,0,0,2507000
250250005022023,191,Brighton,25,0,0,2507000
250250005022024,191,Brighton,25,0,0,2507000
250250005022025,191,Brighton,25,0,0,2507000
250250005022026,191,Brighton,25,0,0,2507000
250250005022027,191,Brighton,25,0,0,2507000
250250005023000,191,Brighton,25,0,0,2507000
250250005023001,191,Brighton,25,386,205,2507000
250250005023002,191,Brighton,25,179,84,2507000
250250005023003,191,Brighton,25,290,176,2507000
250250005023004,191,Brighton,25,0,0,2507000
250250005023005,191,Brighton,25,605,394,2507000
250250005023006,191,Brighton,25,159,114,2507000
250250005024000,191,Brighton,25,0,0,2507000
250250005024001,191,Brighton,25,1,1,2507000
250250005024002,191,Brighton,25,379,0,2507000
250250005024003,191,Brighton,25,792,0,2507000
250250005024004,191,Brighton,25,1159,0,2507000
250250005024005,191,Brighton,25,0,0,2507000
250250005024006,191,Brighton,25,0,0,2507000
250250005024007,191,Brighton,25,0,0,2507000
250250005024008,191,Brighton,25,0,0,2507000
250250005024009,191,Brighton,25,755,0,2507000
250250005031000,191,Brighton,25,0,0,2507000
250250005031001,191,Brighton,25,0,0,2507000
250250005031002,191,Brighton,25,0,0,2507000
250250005031003,191,Brighton,25,0,0,2507000
250250005031004,191,Brighton,25,0,0,2507000
250250005031005,191,Brighton,25,2,1,2507000
250250005031006,191,Brighton,25,169,73,2507000
250250005031007,191,Brighton,25,396,211,2507000
250250005031008,191,Brighton,25,195,130,2507000
250250005032000,191,Brighton,25,203,136,2507000
250250005032001,191,Brighton,25,451,283,2507000
250250005032002,191,Brighton,25,0,0,2507000
250250005032003,191,Brighton,25,1,3,2507000
250250005032004,191,Brighton,25,0,0,2507000
250250005032005,191,Brighton,25,30,18,2507000
250250005032006,191,Brighton,25,228,135,2507000
250250005032007,191,Brighton,25,145,136,2507000
250250005032008,191,Brighton,25,256,186,2507000
250250005032009,191,Brighton,25,135,96,2507000
