geoid,cr_geoid,name,original_id,pop100,hu100,state_place_fips
250251105021012,174,Roslindale,15,68,28,2507000
250251105021013,174,Roslindale,15,94,53,2507000
250251105021014,174,Roslindale,15,56,20,2507000
250251105021015,174,Roslindale,15,105,41,2507000
250251105021016,174,Roslindale,15,141,73,2507000
250251105022000,174,Roslindale,15,81,36,2507000
250251105022001,174,Roslindale,15,275,127,2507000
250251105022002,174,Roslindale,15,110,46,2507000
250251105022003,174,Roslindale,15,18,6,2507000
250251105022004,174,Roslindale,15,121,47,2507000
250251105022005,174,Roslindale,15,51,19,2507000
250251105022006,174,Roslindale,15,91,33,2507000
250251105022007,174,Roslindale,15,123,54,2507000
250251105022008,174,Roslindale,15,138,46,2507000
250251105022009,174,Roslindale,15,155,57,2507000
250251105022010,174,Roslindale,15,177,80,2507000
250251105022011,174,Roslindale,15,207,85,2507000
250251105022012,174,Roslindale,15,103,36,2507000
250251105022013,174,Roslindale,15,205,138,2507000
250251105023000,174,Roslindale,15,104,43,2507000
250251105023001,174,Roslindale,15,32,17,2507000
250251105023002,174,Roslindale,15,60,19,2507000
250251105023003,174,Roslindale,15,9,8,2507000
250251105023004,174,Roslindale,15,77,40,2507000
250251105023005,174,Roslindale,15,97,38,2507000
250251105023006,174,Roslindale,15,88,37,2507000
250251105023007,174,Roslindale,15,4,5,2507000
250251105023008,174,Roslindale,15,84,41,2507000
250251105023009,174,Roslindale,15,63,27,2507000
250251105023010,174,Roslindale,15,22,10,2507000
250251106071000,174,Roslindale,15,235,107,2507000
250251106071001,174,Roslindale,15,127,66,2507000
250251106071002,174,Roslindale,15,229,114,2507000
250251106071003,174,Roslindale,15,173,104,2507000
250251106071004,174,Roslindale,15,128,71,2507000
250251106071005,174,Roslindale,15,121,57,2507000
250251106072000,174,Roslindale,15,195,94,2507000
250251106072001,174,Roslindale,15,191,86,2507000
250251106072002,174,Roslindale,15,195,87,2507000
250251106072003,174,Roslindale,15,72,37,2507000
250251106072004,174,Roslindale,15,62,29,2507000
250251106072005,174,Roslindale,15,67,30,2507000
250251106072006,174,Roslindale,15,47,22,2507000
250251106072007,174,Roslindale,15,141,64,2507000
250251106072008,174,Roslindale,15,66,33,2507000
250251106072009,174,Roslindale,15,78,34,2507000
250251106072010,174,Roslindale,15,42,17,2507000
250251106072011,174,Roslindale,15,105,45,2507000
250251106072012,174,Roslindale,15,26,10,2507000
250251106072013,174,Roslindale,15,160,77,2507000
250251106072014,174,Roslindale,15,82,36,2507000
250251106072015,174,Roslindale,15,0,0,2507000
250251106073000,174,Roslindale,15,280,137,2507000
250251106073001,174,Roslindale,15,88,41,2507000
250251106073003,174,Roslindale,15,63,36,2507000
250251106073004,174,Roslindale,15,101,38,2507000
250251106073005,174,Roslindale,15,106,47,2507000
250251106073006,174,Roslindale,15,88,42,2507000
250251106073007,174,Roslindale,15,0,0,2507000
250251106073008,174,Roslindale,15,0,0,2507000
250251106073009,174,Roslindale,15,0,0,2507000
250251106073010,174,Roslindale,15,46,28,2507000
250251106073011,174,Roslindale,15,300,134,2507000
250251106073012,174,Roslindale,15,100,43,2507000
250251106073013,174,Roslindale,15,0,0,2507000
250251106073014,174,Roslindale,15,13,9,2507000
250251106073015,174,Roslindale,15,0,0,2507000
250251106073016,174,Roslindale,15,4,2,2507000
250251106073017,174,Roslindale,15,36,17,2507000
250251106073018,174,Roslindale,15,107,53,2507000
250251106073019,174,Roslindale,15,55,30,2507000
250251106074000,174,Roslindale,15,0,0,2507000
250251106074001,174,Roslindale,15,0,0,2507000
250251106074002,174,Roslindale,15,0,0,2507000
250251106074003,174,Roslindale,15,0,0,2507000
250251106074004,174,Roslindale,15,0,0,2507000
250251106074005,174,Roslindale,15,0,0,2507000
250251106074006,174,Roslindale,15,392,0,2507000
250251106074007,174,Roslindale,15,0,0,2507000
250251106074008,174,Roslindale,15,0,0,2507000
250251106074009,174,Roslindale,15,196,95,2507000
250251106074010,174,Roslindale,15,75,39,2507000
250251106074011,174,Roslindale,15,113,54,2507000
250251106074012,174,Roslindale,15,77,41,2507000
250251106074013,174,Roslindale,15,96,44,2507000
250251401051000,174,Roslindale,15,219,86,2507000
250251401051001,174,Roslindale,15,46,21,2507000
250251401051002,174,Roslindale,15,41,20,2507000
250251401051003,174,Roslindale,15,71,25,2507000
250251401051004,174,Roslindale,15,63,26,2507000
250251401051005,174,Roslindale,15,157,61,2507000
250251401051006,174,Roslindale,15,199,78,2507000
250251401061000,174,Roslindale,15,283,87,2507000
250251401061001,174,Roslindale,15,89,37,2507000
250251401061002,174,Roslindale,15,8,4,2507000
250251401061003,174,Roslindale,15,0,0,2507000
250251401061004,174,Roslindale,15,435,224,2507000
250251401061005,174,Roslindale,15,218,137,2507000
250251401061006,174,Roslindale,15,0,0,2507000
250251401061009,174,Roslindale,15,133,68,2507000
250251401061010,174,Roslindale,15,229,103,2507000
250251401062000,174,Roslindale,15,0,0,2507000
250251401062001,174,Roslindale,15,506,238,2507000
250251404006002,174,Roslindale,15,0,0,2507000
250251404006005,174,Roslindale,15,3,2,2507000
250251404006018,174,Roslindale,15,154,66,2507000
250251404007000,174,Roslindale,15,163,55,2507000
250251404007001,174,Roslindale,15,69,22,2507000
250251404007002,174,Roslindale,15,74,27,2507000
250251404007003,174,Roslindale,15,77,31,2507000
250251404007004,174,Roslindale,15,98,34,2507000
250251404007005,174,Roslindale,15,245,96,2507000
250251404007006,174,Roslindale,15,151,62,2507000
250251404007007,174,Roslindale,15,87,33,2507000
250251404007009,174,Roslindale,15,74,39,2507000
250259807001005,174,Roslindale,15,0,0,2507000
250259807001014,174,Roslindale,15,0,0,2507000
250259811001000,174,Roslindale,15,0,0,2507000
250259811001001,174,Roslindale,15,0,0,2507000
250259811001002,174,Roslindale,15,0,0,2507000
250259811001003,174,Roslindale,15,0,0,2507000
250259811001004,174,Roslindale,15,0,0,2507000
250259811001005,174,Roslindale,15,0,0,2507000
250259811001006,174,Roslindale,15,0,0,2507000
250259811001007,174,Roslindale,15,0,0,2507000
250259811001008,174,Roslindale,15,0,0,2507000
250259811001009,174,Roslindale,15,0,0,2507000
250259811001010,174,Roslindale,15,0,0,2507000
250259811001011,174,Roslindale,15,0,0,2507000
250259811001012,174,Roslindale,15,0,0,2507000
250259811001013,174,Roslindale,15,0,0,2507000
250259811001014,174,Roslindale,15,0,0,2507000
250259811001015,174,Roslindale,15,0,0,2507000
250259811001016,174,Roslindale,15,0,0,2507000
250259811001017,174,Roslindale,15,0,0,2507000
250259811001018,174,Roslindale,15,0,0,2507000
250259811001019,174,Roslindale,15,0,0,2507000
250259811001020,174,Roslindale,15,0,0,2507000
250259811001021,174,Roslindale,15,0,0,2507000
250259811001022,174,Roslindale,15,0,0,2507000
250259811001023,174,Roslindale,15,0,0,2507000
250259811001024,174,Roslindale,15,0,0,2507000
250259811001025,174,Roslindale,15,0,0,2507000
250259811001026,174,Roslindale,15,0,0,2507000
250259811001027,174,Roslindale,15,0,0,2507000
250259811001028,174,Roslindale,15,0,0,2507000
250259811001029,174,Roslindale,15,0,0,2507000
250259811001030,174,Roslindale,15,0,0,2507000
250259811001031,174,Roslindale,15,0,0,2507000
250259811001032,174,Roslindale,15,0,0,2507000
250259811001033,174,Roslindale,15,0,0,2507000
250259811001034,174,Roslindale,15,0,0,2507000
250259811001035,174,Roslindale,15,0,0,2507000
250259811001036,174,Roslindale,15,0,0,2507000
250259811001037,174,Roslindale,15,0,0,2507000
250259811001038,174,Roslindale,15,0,0,2507000
250259811001039,174,Roslindale,15,0,0,2507000
250259811001040,174,Roslindale,15,0,0,2507000
250259811001041,174,Roslindale,15,0,0,2507000
250259811001042,174,Roslindale,15,0,0,2507000
250259811001043,174,Roslindale,15,0,0,2507000
250259811001044,174,Roslindale,15,0,0,2507000
250259811001045,174,Roslindale,15,0,0,2507000
250259811001046,174,Roslindale,15,0,0,2507000
250259811001047,174,Roslindale,15,0,0,2507000
250259811001048,174,Roslindale,15,0,0,2507000
250259811001049,174,Roslindale,15,0,0,2507000
250259811001050,174,Roslindale,15,0,0,2507000
250259811001051,174,Roslindale,15,0,0,2507000
250259811001052,174,Roslindale,15,0,0,2507000
250259811001053,174,Roslindale,15,0,0,2507000
250259811001054,174,Roslindale,15,0,0,2507000
250259811001055,174,Roslindale,15,0,0,2507000
250259811001056,174,Roslindale,15,0,0,2507000
250259811001057,174,Roslindale,15,0,0,2507000
250259811001058,174,Roslindale,15,0,0,2507000
250259811001059,174,Roslindale,15,0,0,2507000
250259811001060,174,Roslindale,15,0,0,2507000
250259811001061,174,Roslindale,15,0,0,2507000
250259811001062,174,Roslindale,15,0,0,2507000
250259811001063,174,Roslindale,15,0,0,2507000
250259811001064,174,Roslindale,15,0,0,2507000
250259811001065,174,Roslindale,15,0,0,2507000
250259811001066,174,Roslindale,15,0,0,2507000
250259811001067,174,Roslindale,15,0,0,2507000
250259811001068,174,Roslindale,15,0,0,2507000
250259811001069,174,Roslindale,15,0,0,2507000
250259811001070,174,Roslindale,15,0,0,2507000
250259811001071,174,Roslindale,15,0,0,2507000
250259811001072,174,Roslindale,15,0,0,2507000
250259811001073,174,Roslindale,15,0,0,2507000
250259811001074,174,Roslindale,15,0,0,2507000
250259811001075,174,Roslindale,15,0,0,2507000
250259811001076,174,Roslindale,15,0,0,2507000
250259811001077,174,Roslindale,15,0,0,2507000
250259811001078,174,Roslindale,15,0,0,2507000
250259811001079,174,Roslindale,15,0,0,2507000
250259811001080,174,Roslindale,15,0,0,2507000
250259811001081,174,Roslindale,15,0,0,2507000
250259811001082,174,Roslindale,15,0,0,2507000
250259811001083,174,Roslindale,15,0,0,2507000
250259811001084,174,Roslindale,15,0,0,2507000
250259811001085,174,Roslindale,15,0,0,2507000
250259811001086,174,Roslindale,15,0,0,2507000
250259811001087,174,Roslindale,15,0,0,2507000
250259811001088,174,Roslindale,15,0,0,2507000
250259811001089,174,Roslindale,15,0,0,2507000
250259811001090,174,Roslindale,15,0,0,2507000
250259811001091,174,Roslindale,15,0,0,2507000
250259811001092,174,Roslindale,15,0,0,2507000
250259811001093,174,Roslindale,15,0,0,2507000
250259811001094,174,Roslindale,15,0,0,2507000
250259811001095,174,Roslindale,15,0,0,2507000
250259811001096,174,Roslindale,15,0,0,2507000
250259811001097,174,Roslindale,15,0,0,2507000
250259811001098,174,Roslindale,15,0,0,2507000
250259811001099,174,Roslindale,15,0,0,2507000
250259811001100,174,Roslindale,15,0,0,2507000
250214010003006,175,Jamaica Plain,11,0,0,2509210
250250811003005,175,Jamaica Plain,11,438,73,2507000
250250811003006,175,Jamaica Plain,11,213,119,2507000
250250812001000,175,Jamaica Plain,11,0,1,2507000
250250812001001,175,Jamaica Plain,11,0,0,2507000
250250812001002,175,Jamaica Plain,11,139,51,2507000
250250812001003,175,Jamaica Plain,11,509,159,2507000
250250812001004,175,Jamaica Plain,11,193,69,2507000
250250812001005,175,Jamaica Plain,11,74,29,2507000
250250812001006,175,Jamaica Plain,11,953,411,2507000
250250812001007,175,Jamaica Plain,11,151,56,2507000
250250812001008,175,Jamaica Plain,11,111,38,2507000
250250812001009,175,Jamaica Plain,11,0,0,2507000
250250812002000,175,Jamaica Plain,11,78,31,2507000
250250812002001,175,Jamaica Plain,11,0,0,2507000
250250812002002,175,Jamaica Plain,11,225,70,2507000
250250812002003,175,Jamaica Plain,11,201,73,2507000
250250812002004,175,Jamaica Plain,11,87,29,2507000
250250812002005,175,Jamaica Plain,11,80,40,2507000
250250812002006,175,Jamaica Plain,11,109,39,2507000
250250812002007,175,Jamaica Plain,11,64,19,2507000
250250812002008,175,Jamaica Plain,11,167,68,2507000
250250812002009,175,Jamaica Plain,11,73,28,2507000
250250812002010,175,Jamaica Plain,11,51,21,2507000
250250813001007,175,Jamaica Plain,11,82,27,2507000
250250813001008,175,Jamaica Plain,11,132,48,2507000
250250813001009,175,Jamaica Plain,11,177,63,2507000
250250813001010,175,Jamaica Plain,11,226,125,2507000
250250813001012,175,Jamaica Plain,11,48,45,2507000
250250813002016,175,Jamaica Plain,11,0,0,2507000
250250813003000,175,Jamaica Plain,11,0,0,2507000
250250813003001,175,Jamaica Plain,11,0,0,2507000
250250813003002,175,Jamaica Plain,11,476,280,2507000
250250813003003,175,Jamaica Plain,11,68,29,2507000
250250813003004,175,Jamaica Plain,11,0,0,2507000
250250813003005,175,Jamaica Plain,11,202,78,2507000
250250813003006,175,Jamaica Plain,11,233,89,2507000
250250813003007,175,Jamaica Plain,11,70,29,2507000
250250813003008,175,Jamaica Plain,11,211,67,2507000
250250813003009,175,Jamaica Plain,11,90,43,2507000
250250814003023,175,Jamaica Plain,11,0,0,2507000
250251101031000,175,Jamaica Plain,11,0,0,2507000
250251101031001,175,Jamaica Plain,11,0,0,2507000
250251101031002,175,Jamaica Plain,11,0,0,2507000
250251101031003,175,Jamaica Plain,11,0,0,2507000
250251101031004,175,Jamaica Plain,11,0,0,2507000
250251101031005,175,Jamaica Plain,11,0,0,2507000
250251101031006,175,Jamaica Plain,11,0,0,2507000
250251101031007,175,Jamaica Plain,11,256,131,2507000
250251101031008,175,Jamaica Plain,11,99,60,2507000
250251101031009,175,Jamaica Plain,11,106,61,2507000
250251101031010,175,Jamaica Plain,11,0,0,2507000
250251101031011,175,Jamaica Plain,11,0,0,2507000
250251101031012,175,Jamaica Plain,11,31,11,2507000
250251101031013,175,Jamaica Plain,11,76,62,2507000
250251101031014,175,Jamaica Plain,11,0,0,2507000
250251101031015,175,Jamaica Plain,11,0,0,2507000
250251101031016,175,Jamaica Plain,11,0,0,2507000
250251101033000,175,Jamaica Plain,11,0,0,2507000
250251101033001,175,Jamaica Plain,11,0,0,2507000
250251101033002,175,Jamaica Plain,11,0,0,2507000
250251101033003,175,Jamaica Plain,11,0,0,2507000
250251101033004,175,Jamaica Plain,11,71,23,2507000
250251101033005,175,Jamaica Plain,11,0,0,2507000
250251101033006,175,Jamaica Plain,11,0,0,2507000
250251101033007,175,Jamaica Plain,11,0,0,2507000
250251101033008,175,Jamaica Plain,11,0,0,2507000
250251101033009,175,Jamaica Plain,11,0,0,2507000
250251101033010,175,Jamaica Plain,11,0,0,2507000
250251101033011,175,Jamaica Plain,11,6,3,2507000
250251101033012,175,Jamaica Plain,11,4,4,2507000
250251101033013,175,Jamaica Plain,11,5,1,2507000
250251101033014,175,Jamaica Plain,11,0,0,2507000
250251101033015,175,Jamaica Plain,11,80,23,2507000
250251101033021,175,Jamaica Plain,11,12,6,2507000
250251101033022,175,Jamaica Plain,11,61,21,2507000
250251101034000,175,Jamaica Plain,11,251,97,2507000
250251101034001,175,Jamaica Plain,11,74,35,2507000
250251101034002,175,Jamaica Plain,11,195,83,2507000
250251101034003,175,Jamaica Plain,11,100,74,2507000
250251101035000,175,Jamaica Plain,11,0,0,2507000
250251101035001,175,Jamaica Plain,11,0,0,2507000
250251101035002,175,Jamaica Plain,11,0,0,2507000
250251101035003,175,Jamaica Plain,11,0,0,2507000
250251101035004,175,Jamaica Plain,11,330,154,2507000
250251101035005,175,Jamaica Plain,11,240,111,2507000
250251101035006,175,Jamaica Plain,11,80,37,2507000
250251101035007,175,Jamaica Plain,11,309,146,2507000
250251101035008,175,Jamaica Plain,11,0,0,2507000
250251101035009,175,Jamaica Plain,11,0,0,2507000
250251101035010,175,Jamaica Plain,11,99,51,2507000
250251101035011,175,Jamaica Plain,11,134,65,2507000
250251101035012,175,Jamaica Plain,11,106,42,2507000
250251101035013,175,Jamaica Plain,11,39,29,2507000
250251101035014,175,Jamaica Plain,11,103,31,2507000
250251101036000,175,Jamaica Plain,11,142,65,2507000
250251101036001,175,Jamaica Plain,11,90,37,2507000
250251101036002,175,Jamaica Plain,11,87,42,2507000
250251101036003,175,Jamaica Plain,11,65,35,2507000
250251101036004,175,Jamaica Plain,11,31,15,2507000
250251101036005,175,Jamaica Plain,11,53,22,2507000
250251101036006,175,Jamaica Plain,11,99,45,2507000
250251101036007,175,Jamaica Plain,11,16,10,2507000
250251103012000,175,Jamaica Plain,11,89,45,2507000
250251103012001,175,Jamaica Plain,11,26,10,2507000
250251103012002,175,Jamaica Plain,11,14,6,2507000
250251103012003,175,Jamaica Plain,11,44,19,2507000
250251103012004,175,Jamaica Plain,11,62,25,2507000
250251103012005,175,Jamaica Plain,11,43,23,2507000
250251103012006,175,Jamaica Plain,11,80,30,2507000
250251103012007,175,Jamaica Plain,11,121,44,2507000
250251103012008,175,Jamaica Plain,11,78,30,2507000
250251103012009,175,Jamaica Plain,11,84,33,2507000
250251103012010,175,Jamaica Plain,11,92,44,2507000
250251103012011,175,Jamaica Plain,11,103,55,2507000
250251103012012,175,Jamaica Plain,11,11,6,2507000
250251103012013,175,Jamaica Plain,11,54,20,2507000
250251103012014,175,Jamaica Plain,11,63,29,2507000
250251103012015,175,Jamaica Plain,11,117,46,2507000
250251103012016,175,Jamaica Plain,11,136,56,2507000
250251103012017,175,Jamaica Plain,11,36,21,2507000
250251103012018,175,Jamaica Plain,11,0,0,2507000
250251103012019,175,Jamaica Plain,11,0,0,2507000
250251103012020,175,Jamaica Plain,11,0,0,2507000
250251103012021,175,Jamaica Plain,11,0,0,2507000
250251103012022,175,Jamaica Plain,11,0,0,2507000
250251103012023,175,Jamaica Plain,11,0,0,2507000
250251103012024,175,Jamaica Plain,11,0,0,2507000
