hl1_x,position_section,position_subsection,author,year,longitude,latitude,Tracts,T_Total,T_White alone,T_Black or African American alone,T_American Indian and Alaska Native alone,T_Asian alone,T_Native Hawaiian and Other Pacific Islander alone,T_Some Other Race alone,T_Population of two or more races,T_Total Hispanic or Latino origin,T_Not Hispanic or Latino,T_Hispanic or Latino,Article_Count,T_majority_race,Neighborhood,White alone,Black or African American alone,Hispanic or Latino,"Asian, Native Hawaiian and Pacific Islander",Other Races or Multiple Races,majority_race
crowder states case crowder tension was high,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,262.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
send off that only happens here,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,262.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
schmidt is honored in pregame ceremony,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,262.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
reaction to crowder was taken little far,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,262.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
leaking oil,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,262.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
fashion spotting at the rodman celebration for kids,MAGAZINE,unknown,By Tina Sutton,2017.0,-71.0800722,42.3487611,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
writers activists plan literary protest before inauguration day,LIVING ARTS,unknown,unknown,2017.0,-71.0788285,42.3494163,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
concerned writers attend counter inauguration,NEWS,Metro,unknown,2017.0,-71.0788285,42.3494163,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
candy crush,LIVING ARTS,Food,unknown,2017.0,-71.08174269999999,42.3470567,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
gish jen favorite characters outsiders of various stripes,LIVING ARTS,unknown,unknown,2017.0,-71.0788285,42.3494163,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
warby parker and the rule of juxtaposition,LIVING ARTS,unknown,unknown,2017.0,-71.0802329,42.3471679,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
healey aims to short circuit eversource hike,BUSINESS,unknown,unknown,2017.0,-71.08223149999999,42.3483869,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
softbank plans $100m investment in cybereason,BUSINESS,unknown,unknown,2017.0,-71.0727563,42.3498585,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
patrick wakes up for trump,EDITORIAL OPINION,Opinion,By Joan Vennochi,2017.0,-71.074868,42.349122,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
canada goose plans to raise up to $100 million in stock sale,BUSINESS,unknown,unknown,2017.0,-71.08181689999999,42.3474083,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
linehan won seek 6th term,NEWS,Metro,unknown,2017.0,-71.0825077,42.3471477,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
time machine,NEWS,Metro,unknown,2017.0,-71.0825077,42.3471477,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
honoring the past,NEWS,Metro,unknown,2017.0,-71.0781875,42.3493136,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
long overdue italian documents depart from library,NEWS,Metro,unknown,2017.0,-71.0781875,42.3493136,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
blind date think the waitress was trying to give us time together,MAGAZINE,unknown,unknown,2017.0,-71.0761773,42.349061,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
bain canada goose goes public 23m shares sold,BUSINESS,unknown,unknown,2017.0,-71.08181689999999,42.3474083,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
unclaimed treasures up for auction,NEWS,Metro,unknown,2017.0,-71.0781875,42.3493136,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
ortiz thinks the world of cora,SPORTS,unknown,unknown,2017.0,-71.0810382,42.3456719,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
its profits on the rise j.jill planning ipo,BUSINESS,unknown,unknown,2017.0,-71.0783758,42.347148,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
mayoral race winds down voters to pick councilors,NEWS,Metro,unknown,2017.0,-71.076239,42.3490335,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
for women this new pipeline could lead to the boardrooms,BUSINESS,unknown,unknown,2017.0,-71.0727563,42.3498585,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
new children book visually celebrates written word and storytelling,LIVING ARTS,unknown,unknown,2017.0,-71.0781875,42.3493136,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
state ok long term care insurance rate hike,BUSINESS,unknown,unknown,2017.0,-71.0729228,42.3496809,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
look at what new at copley place,LIVING ARTS,unknown,unknown,2017.0,-71.0787114,42.3476411,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
evans considers extending body camera pilot program,NEWS,Metro,unknown,2017.0,-71.0781875,42.3493136,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
big questions after immigration order,BUSINESS,unknown,unknown,2017.0,-71.07518999999999,42.349252,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
local seafood italian flavors at il pesce,LIVING ARTS,Food,unknown,2017.0,-71.0826017,42.34848720000001,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
candy crush,LIVING ARTS,Food,unknown,2017.0,-71.0825231,42.3476432,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
books tell all on growing pot,NEWS,Metro,unknown,2017.0,-71.0781875,42.3493136,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
state ok long term care insurance rate hike,BUSINESS,unknown,unknown,2017.0,-71.0729228,42.3496809,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
study links how doctors are paid outcomes,BUSINESS,unknown,unknown,2017.0,-71.08096259999999,42.3466292,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
city licensing official will run abcc,BUSINESS,unknown,unknown,2017.0,-71.08174269999999,42.3470567,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
writers activists plan literary protest before inauguration day,LIVING ARTS,unknown,unknown,2017.0,-71.0781875,42.3493136,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
blue cross medicare premiums rise,BUSINESS,unknown,unknown,2017.0,-71.08096259999999,42.3466292,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
chicken rice prepares to open,BUSINESS,unknown,unknown,2017.0,-71.08174269999999,42.3470567,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
in triumphant return switzer forever pioneer,SPORTS,unknown,unknown,2017.0,-71.0760081,42.3486477,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
cheaters never even started,SPORTS,unknown,unknown,2017.0,-71.0760081,42.3486477,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
many athletes with disabilities feel baa nod to handcyclists is unwarranted,EDITORIAL OPINION,Letters,unknown,2017.0,-71.0760081,42.3486477,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
concerned writers attend counter inauguration,NEWS,Metro,unknown,2017.0,-71.0781875,42.3493136,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
missing ingredient,BUSINESS,unknown,unknown,2017.0,-71.08174269999999,42.3470567,10600.0,2858.0,2275.0,141.0,3.0,362.0,0.0,33.0,44.0,2858.0,2702.0,156.0,40.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
khabeer sultan,LIVING ARTS,unknown,unknown,2017.0,-71.0685283,42.3475995,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,12.0,T_White alone,,,,,,,
don want to act like typical american tourist don talk like one,SUNDAY,Travel,unknown,2017.0,-71.06941110000001,42.3491778,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,12.0,T_White alone,,,,,,,
assault allegation led boston to put worker on leave,NEWS,Metro,unknown,2017.0,-71.0685283,42.3475995,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,12.0,T_White alone,,,,,,,
flynn to face kelley in council election,NEWS,Metro,unknown,2017.0,-71.0726569,42.3504366,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,12.0,T_White alone,,,,,,,
umass amherst rejects firearm program,NEWS,Metro,unknown,2017.0,-71.07152219999999,42.3508638,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,12.0,T_White alone,,,,,,,
we re all united for puerto rico,NEWS,Metro,unknown,2017.0,-71.06972259999999,42.3510338,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,12.0,T_White alone,,,,,,,
bain capital credit to manage fund for individual investors,BUSINESS,unknown,unknown,2017.0,-71.0698571,42.3516602,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,12.0,T_White alone,,,,,,,
loss and grief as seen through the camera eye in really,LIVING ARTS,unknown,unknown,2017.0,-71.07124569999999,42.3444418,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,12.0,T_White alone,,,,,,,
jhony martinez,REGIONAL,South,unknown,2017.0,-71.070193,42.346037,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,12.0,T_White alone,,,,,,,
ellis powerful performance lifts the bridges of madison county,LIVING ARTS,unknown,unknown,2017.0,-71.0709529,42.344559,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,12.0,T_White alone,,,,,,,
jakarta dreaming at wink nod,LIVING ARTS,Food,unknown,2017.0,-71.0727501,42.3456841,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,12.0,T_White alone,,,,,,,
krasinski meyers is on sox fans jv squad,LIVING ARTS,unknown,unknown,2017.0,-71.0685283,42.3475995,70300.0,3909.0,3091.0,110.0,4.0,568.0,1.0,44.0,91.0,3909.0,3748.0,161.0,12.0,T_White alone,,,,,,,
massbay college to aid city students,REGIONAL,West,unknown,2017.0,-71.2642074,42.312629,404100.0,,,,,,,,,,,,,,,,,,,,
massbay college to aid city students,REGIONAL,West,unknown,2017.0,-71.2642074,42.312629,404100.0,,,,,,,,,,,,,,,,,,,,
danielle 12 likes making jewelry and helping others,NEWS,Metro,unknown,2017.0,-71.2106251,42.316339,374100.0,,,,,,,,,,,,,,,,,,,,
11 year old juan loves sports with basketball his favorite,NEWS,Metro,unknown,2017.0,-71.2106251,42.316339,374100.0,,,,,,,,,,,,,,,,,,,,
julia 10 is creative intelligent and stylish,NEWS,Metro,unknown,2017.0,-71.2106251,42.316339,374100.0,,,,,,,,,,,,,,,,,,,,
justin 11 is seeking family to love fill his medical needs,NEWS,Metro,unknown,2017.0,-71.2106251,42.316339,374100.0,,,,,,,,,,,,,,,,,,,,
siblings ready for home together,NEWS,Metro,unknown,2017.0,-71.2106251,42.316339,374100.0,,,,,,,,,,,,,,,,,,,,
brothers seeking to reunite soon,NEWS,Metro,unknown,2017.0,-71.2106251,42.316339,374100.0,,,,,,,,,,,,,,,,,,,,
danielle 12 likes making jewelry and helping others,NEWS,Metro,unknown,2017.0,-71.2106251,42.316339,374100.0,,,,,,,,,,,,,,,,,,,,
justin 11 is seeking family to love fill his medical needs,NEWS,Metro,unknown,2017.0,-71.2106251,42.316339,374100.0,,,,,,,,,,,,,,,,,,,,
hoff bakery,REGIONAL,North,unknown,2017.0,-71.0712611,42.4202841,341300.0,,,,,,,,,,,,,,,,,,,,
hoff bakery,REGIONAL,North,unknown,2017.0,-71.0712611,42.4202841,341300.0,,,,,,,,,,,,,,,,,,,,
heart in darkness,LIVING ARTS,unknown,unknown,2017.0,-71.078152,42.352353,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
state insurer deserves plaudits for driving hard bargain with hospitals,EDITORIAL OPINION,Letters,unknown,2017.0,-71.0747757,42.3512509,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
real slide for daily fantasy sports,BUSINESS,unknown,unknown,2017.0,-71.07392879999999,42.3505935,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
ferrell jones former yw boston ceo 60,NEWS,Metro,unknown,2017.0,-71.0779719,42.3502705,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
free speech clash on the common,NEWS,Metro,unknown,2017.0,-71.0765558,42.350008,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
boston security firms say hack hasn affected them,NEWS,Metro,unknown,2017.0,-71.0745759,42.3511284,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
rise in inmates suicides is clear sign of failing system,EDITORIAL OPINION,Letters,unknown,2017.0,-71.0715402,42.35186660000001,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
ftc aims to block draftkings,BUSINESS,unknown,unknown,2017.0,-71.07392879999999,42.3505935,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
marching to the beat of the same drummer,NEWS,Metro,unknown,2017.0,-71.0765558,42.350008,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
explosion sends manhole covers flying,NEWS,Metro,unknown,2017.0,-71.0765558,42.350008,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
fantasy sports merger detailed,NEWS,Metro,unknown,2017.0,-71.07392879999999,42.3505935,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
nothing to sneeze at,LIVING ARTS,unknown,unknown,2017.0,-71.073681,42.351556,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
this girl applauds the women march,EDITORIAL OPINION,Letters,unknown,2017.0,-71.0765558,42.350008,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
those in charlottesville with boston ties upset,NEWS,Metro,unknown,2017.0,-71.07547799999999,42.3499983,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
growth the key in boston,BUSINESS,unknown,unknown,2017.0,-71.0740118,42.3506354,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
gift to boston foundation could top $28 million,BUSINESS,unknown,unknown,2017.0,-71.0775866,42.3511342,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
state insurer deserves plaudits for driving hard bargain with hospitals,EDITORIAL OPINION,Letters,unknown,2017.0,-71.0747757,42.3512509,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
amazon hiring boom could include expansion into boston,BUSINESS,unknown,unknown,2017.0,-71.0775866,42.3511342,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
cash is so 2007. can the state lottery adapt,EDITORIAL OPINION,Editorial,unknown,2017.0,-71.0765558,42.350008,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
real slide for daily fantasy sports,BUSINESS,unknown,unknown,2017.0,-71.07392879999999,42.3505935,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
carrying on tradition at first night,LIVING ARTS,unknown,unknown,2017.0,-71.0765558,42.350008,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
minister arrested in health care protest,NEWS,Metro,unknown,2017.0,-71.0794717,42.3495236,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
blind date tried to figure out who he reminded me of,MAGAZINE,unknown,unknown,2017.0,-71.0794717,42.3495236,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
hug schar complete swiss sweep,SPORTS,unknown,unknown,2017.0,-71.0765558,42.350008,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
blessed they re ready to brave the long run,NEWS,Metro,unknown,2017.0,-71.0779719,42.3502705,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
trump border wall promise gets an extension,EDITORIAL OPINION,Letters,unknown,2017.0,-71.0765653,42.3505887,10702.0,2400.0,2144.0,59.0,2.0,124.0,1.0,26.0,44.0,2400.0,2298.0,102.0,26.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
the biggest baddest expression of the brewer art,LIVING ARTS,Food,unknown,2017.0,-71.0823956,42.3656686,352300.0,,,,,,,,,,,,,,,,,,,,
in hunt for unicorns fidelity leads the pack among mutual funds,BUSINESS,unknown,unknown,2017.0,-71.0823956,42.3656686,352300.0,,,,,,,,,,,,,,,,,,,,
pair of biotech ipos signal drought is over,BUSINESS,unknown,unknown,2017.0,-71.0823956,42.3656686,352300.0,,,,,,,,,,,,,,,,,,,,
pair of biotech ipos signal drought is over,BUSINESS,unknown,unknown,2017.0,-71.0823956,42.3656686,352300.0,,,,,,,,,,,,,,,,,,,,
this boston startup is putting us on the fast track to self driving cars,MAGAZINE,unknown,By Hiawatha Bray,2017.0,-71.0823956,42.3656686,352300.0,,,,,,,,,,,,,,,,,,,,
cambridge biotech sells key assets drug to ipsen,BUSINESS,unknown,unknown,2017.0,-71.0823956,42.3656686,352300.0,,,,,,,,,,,,,,,,,,,,
baker learns to love state aid for life sciences,EDITORIAL OPINION,Editorial,unknown,2017.0,-71.0823956,42.3656686,352300.0,,,,,,,,,,,,,,,,,,,,
three firms bid to manage logan airport concessions,BUSINESS,unknown,unknown,2017.0,-71.0823956,42.3656686,352300.0,,,,,,,,,,,,,,,,,,,,
amazon looks for space in boston,BUSINESS,unknown,unknown,2017.0,-71.0823956,42.3656686,352300.0,,,,,,,,,,,,,,,,,,,,
in off year for startup cash local health care stars,BUSINESS,unknown,unknown,2017.0,-71.0885862,42.3670526,352300.0,,,,,,,,,,,,,,,,,,,,
the biggest baddest expression of the brewer art,LIVING ARTS,Food,unknown,2017.0,-71.0823956,42.3656686,352300.0,,,,,,,,,,,,,,,,,,,,
three firms bid to manage logan airport concessions,BUSINESS,unknown,unknown,2017.0,-71.0823956,42.3656686,352300.0,,,,,,,,,,,,,,,,,,,,
cambridge biotech sells key assets drug to ipsen,BUSINESS,unknown,unknown,2017.0,-71.0823956,42.3656686,352300.0,,,,,,,,,,,,,,,,,,,,
oscar nominee toni erdmann is shaggy dad story,LIVING ARTS,unknown,unknown,2017.0,-71.0823956,42.3656686,352300.0,,,,,,,,,,,,,,,,,,,,
changing gere,LIVING ARTS,unknown,unknown,2017.0,-71.0823956,42.3656686,352300.0,,,,,,,,,,,,,,,,,,,,
governor baker veto this pay hike!,EDITORIAL OPINION,Editorial,unknown,2017.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,63.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
