hl1_x,position_section,position_subsection,author,year,longitude,latitude,Tracts,T_Total,T_White alone,T_Black or African American alone,T_American Indian and Alaska Native alone,T_Asian alone,T_Native Hawaiian and Other Pacific Islander alone,T_Some Other Race alone,T_Population of two or more races,T_Total Hispanic or Latino origin,T_Not Hispanic or Latino,T_Hispanic or Latino,Article_Count,T_majority_race,Neighborhood,White alone,Black or African American alone,Hispanic or Latino,"Asian, Native Hawaiian and Pacific Islander",Other Races or Multiple Races,majority_race
sneha shrestha,LIVING ARTS,unknown,unknown,2018.0,-71.1182488,42.3744368,353700.0,,,,,,,,,,,,,,,,,,,,
boston is the nation college capital. here how to keep it that way.,MAGAZINE,unknown,By Brian C. Mitchell and W. Joseph King,2018.0,-71.1182488,42.3744368,353700.0,,,,,,,,,,,,,,,,,,,,
us awards $3.5m to cambridge biotech,BUSINESS,unknown,unknown,2018.0,-71.1182488,42.3744368,353700.0,,,,,,,,,,,,,,,,,,,,
cosmic inspiration or just junk,NEWS,Metro,unknown,2018.0,-71.1182488,42.3744368,353700.0,,,,,,,,,,,,,,,,,,,,
boston born ice dancer will skate for south korea,SPORTS,unknown,unknown,2018.0,-71.1182488,42.3744368,353700.0,,,,,,,,,,,,,,,,,,,,
channel bri eggers has new forecast idaho,LIVING ARTS,unknown,unknown,2018.0,-71.10973349999999,42.3736158,353700.0,,,,,,,,,,,,,,,,,,,,
film recounts grolier story playing catchup with mass book awards,LIVING ARTS,unknown,unknown,2018.0,-71.1182488,42.3744368,353700.0,,,,,,,,,,,,,,,,,,,,
smart remake of the manhattan,LIVING ARTS,unknown,unknown,2018.0,-71.1182488,42.3744368,353700.0,,,,,,,,,,,,,,,,,,,,
new era for noncompete agreements begins in massachusetts begins,BUSINESS,unknown,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
using marijuana to fight the opioid crisis,EDITORIAL OPINION,Opinion,By Margery Eagan,2018.0,-71.06370509999999,42.3587494,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
spilka sees opportunity for bold changes ahead,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
mccourty fights for the good,SPORTS,unknown,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
after the marches gun control backers prepare for long trek,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
what divides baker gonzalez,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
trio of pay raises set for state leaders,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
grand bargain is sent to governor,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
senate house differ on civics bill,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
ex union head retires amid police inquiry,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
new state law offers patients more medical data privacy,BUSINESS,unknown,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
democrats inaction benefits baker,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
lawmakers move forward on energy legislation,BUSINESS,unknown,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
time for more female leaders in the house,EDITORIAL OPINION,Editorial,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
mass. lawmakers could lead in boosting bank for infrastructure,EDITORIAL OPINION,Letters,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
early vote sought in 20,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
groups act to delete old abortion ban in mass.,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
in address baker touts teamwork decency,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
could your home make the grade,BUSINESS,unknown,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
cellphone bill could be put to voters,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
message rattles legal pot backers,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
power is there for the taking,SUNDAY,Ideas,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
board opposes arming teachers,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
getting on board with marijuana,BUSINESS,unknown,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
house plans harassment review office,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
support wanes for sen. rosenberg,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
patrick ramping up his political activities,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
baker bill would fund range of state services,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
bid to slow pot rollout criticized,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
time short for long list of legislation,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
mass. senate moves on ethics probe could keep victims in shadows,EDITORIAL OPINION,Letters,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
legislators step up pressure to end lockout,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
anxious for sjc ruling they obsess over twitter,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
compromise may be near on noncompetes,BUSINESS,unknown,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
galvin zakim get testy at debate,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
gps use is ruled possible harassment,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
trying to catch an anti incumbent wave,NEWS,Metro,unknown,2018.0,-71.063803,42.3587596,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
baker promises more of the same,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
warren plan to drain the swamp,EDITORIAL OPINION,Editorial,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
the oligarchs have their eyes on the people ballot questions,EDITORIAL OPINION,Letters,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
candidates call experience the key,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
state may get influx of voters,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
baker set to sign minimum wage bill,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
baker cuts to medicaid rejected,BUSINESS,unknown,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
what is grand bargain,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
fresh face from longmeadow rises in bid to lead senate,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
bill would require pension fund to divest from gun makers,BUSINESS,unknown,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
lab scandal payouts could top $10m court is told,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
lawmakers should boost early education again,EDITORIAL OPINION,Editorial,unknown,2018.0,-71.0637714,42.3581549,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
having hand in us history,NEWS,Metro,unknown,2018.0,-71.0639178,42.35921279999999,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
mother urges that suicide tied convictions not be vacated,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
sjc should spike proposed millionaires tax,EDITORIAL OPINION,Opinion,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
pot panel urged to add environmental rules,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
deleo major taxes won rise,NEWS,Metro,unknown,2018.0,-71.0638101,42.3587772,20302.0,1181.0,1060.0,31.0,2.0,60.0,0.0,12.0,16.0,1181.0,1120.0,61.0,54.0,T_White alone,Beacon Hill,7521.0,252.0,537.0,630.0,396.0,White alone
memo details ticket fixing,NEWS,Metro,unknown,2018.0,-71.0620926,42.360467,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,961.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
krasinski kimmel reignite prank war,LIVING ARTS,unknown,unknown,2018.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,961.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
stand up for equality vote yes on,EDITORIAL OPINION,Editorial,unknown,2018.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,961.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
bruins go down hard in calgary,SPORTS,unknown,unknown,2018.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,961.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
gonzalez puts baker on defensive during debate,NEWS,Metro,unknown,2018.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,961.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
gun control group endorses baker in governor race,NEWS,Metro,unknown,2018.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,961.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
mass. man pleads guilty to mailed threats,NEWS,Metro,unknown,2018.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,961.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
rare disease is diagnosed in mass.,NEWS,Metro,unknown,2018.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,961.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
more aid for puerto rico sought,NEWS,Metro,unknown,2018.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,961.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
stars thumbnails,SPORTS,College,unknown,2018.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,961.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
ex leaders of harbor pilots group indicted,NEWS,Metro,unknown,2018.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,961.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
court throws out thousands of additional drug convictions,NEWS,Metro,unknown,2018.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,961.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
british dorm concept is coming to boston,BUSINESS,unknown,unknown,2018.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,961.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
ntsb points to utility in blasts,NEWS,Metro,unknown,2018.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,961.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
globe sues for records from closed door court hearings,NEWS,Metro,unknown,2018.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,961.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
state police union files suit to block leave policy changes,NEWS,Metro,unknown,2018.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,961.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
chang becomes ceo of gradifi,BUSINESS,unknown,unknown,2018.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,961.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
waltham biotech tesaro sold for $5.1b,BUSINESS,unknown,unknown,2018.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,961.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
multitalented sun is writing movie,LIVING ARTS,unknown,unknown,2018.0,-71.0561428,42.3580401,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,961.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
family starting over following mother death seeks help,NEWS,Metro,unknown,2018.0,-71.0561981,42.3587684,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,961.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
mass. takes major step forward with family and medical leave law,EDITORIAL OPINION,Letters,unknown,2018.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,961.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
dana farber brand guru is leaving after 21 years,BUSINESS,unknown,unknown,2018.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,961.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
housing bill stalls despite wide backing,BUSINESS,unknown,unknown,2018.0,-71.0600255,42.3591696,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,961.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
restrictions on cigarettes could spread,NEWS,Metro,unknown,2018.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,961.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
message of love,NEWS,Metro,unknown,2018.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,961.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
