hl1_x,position_section,position_subsection,author,year,longitude,latitude,Tract,T_Total,T_White alone,T_Black or African American alone,T_American Indian and Alaska Native alone,T_Asian alone,T_Native Hawaiian and Other Pacific Islander alone,T_Some Other Race alone,T_Population of two or more races,T_Total Hispanic or Latino origin,T_Not Hispanic or Latino,T_Hispanic or Latino,Article_Count,T_majority_race,Neighborhood,White alone,Black or African American alone,Hispanic or Latino,"Asian, Native Hawaiian and Pacific Islander",Other Races or Multiple Races,majority_race
krafts recognize cancer researchers,LIVING ARTS,unknown,unknown,2016.0,-71.068767,42.36256789999999,20301.0,2023.0,1485.0,54.0,2.0,417.0,0.0,23.0,42.0,2023.0,1915.0,108.0,20.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
local hospitals hurt by brand names report says,BUSINESS,unknown,unknown,2016.0,-71.068767,42.36256789999999,20301.0,2023.0,1485.0,54.0,2.0,417.0,0.0,23.0,42.0,2023.0,1915.0,108.0,20.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
skin tightening miracle,LIVING ARTS,unknown,unknown,2016.0,-71.068767,42.36256789999999,20301.0,2023.0,1485.0,54.0,2.0,417.0,0.0,23.0,42.0,2023.0,1915.0,108.0,20.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
local hospitals hurt by brand names report says,BUSINESS,unknown,unknown,2016.0,-71.068767,42.36256789999999,20301.0,2023.0,1485.0,54.0,2.0,417.0,0.0,23.0,42.0,2023.0,1915.0,108.0,20.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
mgh performs first us penis transplant,NEWS,Metro,unknown,2016.0,-71.068767,42.36256789999999,20301.0,2023.0,1485.0,54.0,2.0,417.0,0.0,23.0,42.0,2023.0,1915.0,108.0,20.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
first do no harm,EDITORIAL OPINION,Opinion,By David Torchiana,2016.0,-71.068767,42.36256789999999,20301.0,2023.0,1485.0,54.0,2.0,417.0,0.0,23.0,42.0,2023.0,1915.0,108.0,20.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
state expects turmoil with connector enrollment,NEWS,Metro,unknown,2016.0,-71.068767,42.36256789999999,20301.0,2023.0,1485.0,54.0,2.0,417.0,0.0,23.0,42.0,2023.0,1915.0,108.0,20.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
partners offers $1m in grants to employees,BUSINESS,unknown,unknown,2016.0,-71.068767,42.36256789999999,20301.0,2023.0,1485.0,54.0,2.0,417.0,0.0,23.0,42.0,2023.0,1915.0,108.0,20.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
andrews to see sandoval,SPORTS,unknown,unknown,2016.0,-71.068767,42.36256789999999,20301.0,2023.0,1485.0,54.0,2.0,417.0,0.0,23.0,42.0,2023.0,1915.0,108.0,20.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
gilead sciences gets ok for hepatitis treatment,BUSINESS,unknown,unknown,2016.0,-71.068767,42.36256789999999,20301.0,2023.0,1485.0,54.0,2.0,417.0,0.0,23.0,42.0,2023.0,1915.0,108.0,20.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
idol singer was struck by van in chelsea,LIVING ARTS,unknown,unknown,2016.0,-71.068767,42.36256789999999,20301.0,2023.0,1485.0,54.0,2.0,417.0,0.0,23.0,42.0,2023.0,1915.0,108.0,20.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
mgh makes major overhaul in records system,BUSINESS,unknown,unknown,2016.0,-71.068767,42.36256789999999,20301.0,2023.0,1485.0,54.0,2.0,417.0,0.0,23.0,42.0,2023.0,1915.0,108.0,20.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
candidate sued over collision with cruiser,NEWS,Metro,unknown,2016.0,-71.068767,42.36256789999999,20301.0,2023.0,1485.0,54.0,2.0,417.0,0.0,23.0,42.0,2023.0,1915.0,108.0,20.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
cogito mgh test app that tracks moods,BUSINESS,unknown,unknown,2016.0,-71.068767,42.36256789999999,20301.0,2023.0,1485.0,54.0,2.0,417.0,0.0,23.0,42.0,2023.0,1915.0,108.0,20.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
ge tax break will be easily offset city says,BUSINESS,unknown,unknown,2016.0,-71.054457,42.3449315,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,15.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
public works chief to leave,NEWS,Metro,unknown,2016.0,-71.0612269,42.34086629999999,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,15.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
red sox twins,SPORTS,unknown,unknown,2016.0,-71.05200529999999,42.3470991,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,15.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
state street global elevates etf managers,BUSINESS,unknown,unknown,2016.0,-71.0520982,42.3445163,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,15.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
charged at chuck e. cheese,NEWS,Metro,unknown,2016.0,-71.0532183,42.3403397,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,15.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
for weld raucous grilling then vp nod,NEWS,Metro,unknown,2016.0,-71.0475482,42.3451493,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,15.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
masschallenge winners selected,BUSINESS,unknown,unknown,2016.0,-71.0475482,42.3451493,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,15.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
where art meets (some) politics,LIVING ARTS,unknown,unknown,2016.0,-71.05200529999999,42.3470991,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,15.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
vineyard property owners win fight to protect conservation land,BUSINESS,unknown,unknown,2016.0,-71.0475482,42.3451493,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,15.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
the rv rides again,SUNDAY,Travel,unknown,2016.0,-71.0475482,42.3451493,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,15.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
break for ge hinges on jobs,BUSINESS,unknown,unknown,2016.0,-71.05200529999999,42.3470991,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,15.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
small change at the chamber,EDITORIAL OPINION,Opinion,unknown,2016.0,-71.0475482,42.3451493,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,15.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
new england students to begin semester at sea with cuba trip,NEWS,Metro,unknown,2016.0,-71.0507518,42.3461053,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,15.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
councilors express their worries about grand prix race,NEWS,Metro,unknown,2016.0,-71.0475482,42.3451493,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,15.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
documentarian tracks baristas 15 minutes of foam,LIVING ARTS,Food,unknown,2016.0,-71.0475482,42.3451493,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,15.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
take the rawls test on question,EDITORIAL OPINION,Opinion,unknown,2016.0,-71.0328284,42.3917638,160200.0,4043.0,1232.0,231.0,34.0,51.0,1.0,2256.0,238.0,4043.0,696.0,3347.0,2.0,T_Hispanic or Latino,,,,,,,
massachusetts needs to have statewide housing court,EDITORIAL OPINION,Opinion,By Ralph D. Gants,2016.0,-71.0328284,42.3917638,160200.0,4043.0,1232.0,231.0,34.0,51.0,1.0,2256.0,238.0,4043.0,696.0,3347.0,2.0,T_Hispanic or Latino,,,,,,,
bc men fall to virginia tech remain winless in acc,SPORTS,unknown,unknown,2016.0,-71.0849425,42.34629779999999,10500.0,3044.0,2163.0,322.0,5.0,405.0,1.0,73.0,75.0,3044.0,2753.0,291.0,6.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
fado queen finds new inspiration in what matters,LIVING ARTS,unknown,unknown,2016.0,-71.087395,42.34699,10500.0,3044.0,2163.0,322.0,5.0,405.0,1.0,73.0,75.0,3044.0,2753.0,291.0,6.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
hot fun in the summertime,NEWS,Metro,unknown,2016.0,-71.08435109999999,42.3445774,10500.0,3044.0,2163.0,322.0,5.0,405.0,1.0,73.0,75.0,3044.0,2753.0,291.0,6.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
more vow to return law firm donations,NEWS,Metro,unknown,2016.0,-71.0821319,42.3447894,10500.0,3044.0,2163.0,322.0,5.0,405.0,1.0,73.0,75.0,3044.0,2753.0,291.0,6.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
doctors need to be free to use best judgment,EDITORIAL OPINION,Letters,unknown,2016.0,-71.0855289,42.3435128,10500.0,3044.0,2163.0,322.0,5.0,405.0,1.0,73.0,75.0,3044.0,2753.0,291.0,6.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
fleet footwork dark drama in argentine love story,LIVING ARTS,unknown,unknown,2016.0,-71.087395,42.34699,10500.0,3044.0,2163.0,322.0,5.0,405.0,1.0,73.0,75.0,3044.0,2753.0,291.0,6.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
youth program celebrates successes,NEWS,Metro,unknown,2016.0,-71.0827075,42.3304086,80401.0,2710.0,488.0,1536.0,28.0,67.0,0.0,383.0,208.0,2710.0,1726.0,984.0,3.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
elevating manhole covers to art,NEWS,Metro,unknown,2016.0,-71.07816310000001,42.3325271,80401.0,2710.0,488.0,1536.0,28.0,67.0,0.0,383.0,208.0,2710.0,1726.0,984.0,3.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
state leaders salute goodwill staff at thanks for giving dinner,NEWS,Metro,unknown,2016.0,-71.0801025,42.3312215,80401.0,2710.0,488.0,1536.0,28.0,67.0,0.0,383.0,208.0,2710.0,1726.0,984.0,3.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
investment pieces for grilling,LIVING ARTS,Food,unknown,2016.0,-71.1143307,42.3124519,120103.0,1508.0,1321.0,55.0,2.0,54.0,0.0,20.0,56.0,1508.0,1431.0,77.0,2.0,T_White alone,Jamaica Plain,21463.0,4511.0,8664.0,3042.0,2335.0,White alone
investment pieces for grilling,LIVING ARTS,Food,unknown,2016.0,-71.1143307,42.3124519,120103.0,1508.0,1321.0,55.0,2.0,54.0,0.0,20.0,56.0,1508.0,1431.0,77.0,2.0,T_White alone,Jamaica Plain,21463.0,4511.0,8664.0,3042.0,2335.0,White alone
lots of local flavor at palm springs fest,LIVING ARTS,unknown,unknown,2016.0,-71.0923139,42.346832,981800.0,82.0,73.0,5.0,0.0,3.0,0.0,0.0,1.0,82.0,79.0,3.0,14.0,T_White alone,Jamaica Plain,21463.0,4511.0,8664.0,3042.0,2335.0,White alone
what the back story to snow white let it go.,LIVING ARTS,unknown,unknown,2016.0,-71.0923139,42.346832,981800.0,82.0,73.0,5.0,0.0,3.0,0.0,0.0,1.0,82.0,79.0,3.0,14.0,T_White alone,Jamaica Plain,21463.0,4511.0,8664.0,3042.0,2335.0,White alone
puritan pride,LIVING ARTS,unknown,unknown,2016.0,-71.0923139,42.346832,981800.0,82.0,73.0,5.0,0.0,3.0,0.0,0.0,1.0,82.0,79.0,3.0,14.0,T_White alone,Jamaica Plain,21463.0,4511.0,8664.0,3042.0,2335.0,White alone
the undead take on jane austen,LIVING ARTS,unknown,unknown,2016.0,-71.0923139,42.346832,981800.0,82.0,73.0,5.0,0.0,3.0,0.0,0.0,1.0,82.0,79.0,3.0,14.0,T_White alone,Jamaica Plain,21463.0,4511.0,8664.0,3042.0,2335.0,White alone
no longer the season of the witch,LIVING ARTS,unknown,unknown,2016.0,-71.0923139,42.346832,981800.0,82.0,73.0,5.0,0.0,3.0,0.0,0.0,1.0,82.0,79.0,3.0,14.0,T_White alone,Jamaica Plain,21463.0,4511.0,8664.0,3042.0,2335.0,White alone
be true to your school or not,LIVING ARTS,unknown,unknown,2016.0,-71.0923139,42.346832,981800.0,82.0,73.0,5.0,0.0,3.0,0.0,0.0,1.0,82.0,79.0,3.0,14.0,T_White alone,Jamaica Plain,21463.0,4511.0,8664.0,3042.0,2335.0,White alone
boston strangler film in the works,LIVING ARTS,unknown,unknown,2016.0,-71.0923139,42.346832,981800.0,82.0,73.0,5.0,0.0,3.0,0.0,0.0,1.0,82.0,79.0,3.0,14.0,T_White alone,Jamaica Plain,21463.0,4511.0,8664.0,3042.0,2335.0,White alone
more conjuring unleashes the demons,LIVING ARTS,unknown,unknown,2016.0,-71.0923139,42.346832,981800.0,82.0,73.0,5.0,0.0,3.0,0.0,0.0,1.0,82.0,79.0,3.0,14.0,T_White alone,Jamaica Plain,21463.0,4511.0,8664.0,3042.0,2335.0,White alone
peddling passion for urban cycling,SUNDAY,Travel,unknown,2016.0,-71.0923139,42.346832,981800.0,82.0,73.0,5.0,0.0,3.0,0.0,0.0,1.0,82.0,79.0,3.0,14.0,T_White alone,Jamaica Plain,21463.0,4511.0,8664.0,3042.0,2335.0,White alone
her so called life,LIVING ARTS,unknown,unknown,2016.0,-71.0923139,42.346832,981800.0,82.0,73.0,5.0,0.0,3.0,0.0,0.0,1.0,82.0,79.0,3.0,14.0,T_White alone,Jamaica Plain,21463.0,4511.0,8664.0,3042.0,2335.0,White alone
choice is formula over depth,LIVING ARTS,unknown,unknown,2016.0,-71.0923139,42.346832,981800.0,82.0,73.0,5.0,0.0,3.0,0.0,0.0,1.0,82.0,79.0,3.0,14.0,T_White alone,Jamaica Plain,21463.0,4511.0,8664.0,3042.0,2335.0,White alone
get off social media take deep breath and get to work,NEWS,Metro,unknown,2016.0,-71.0923139,42.346832,981800.0,82.0,73.0,5.0,0.0,3.0,0.0,0.0,1.0,82.0,79.0,3.0,14.0,T_White alone,Jamaica Plain,21463.0,4511.0,8664.0,3042.0,2335.0,White alone
tiffany lopinsky,LIVING ARTS,unknown,unknown,2016.0,-71.0923139,42.346832,981800.0,82.0,73.0,5.0,0.0,3.0,0.0,0.0,1.0,82.0,79.0,3.0,14.0,T_White alone,Jamaica Plain,21463.0,4511.0,8664.0,3042.0,2335.0,White alone
over and under,NEWS,Metro,unknown,2016.0,-71.12034229999999,42.3171611,981800.0,82.0,73.0,5.0,0.0,3.0,0.0,0.0,1.0,82.0,79.0,3.0,14.0,T_White alone,Jamaica Plain,21463.0,4511.0,8664.0,3042.0,2335.0,White alone
swat team missing mascot returns,NEWS,Metro,unknown,2016.0,-71.0692586,42.3394436,71201.0,3131.0,1468.0,666.0,11.0,478.0,4.0,389.0,115.0,3131.0,2373.0,758.0,12.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
shrewsberry goes way back,SPORTS,unknown,unknown,2016.0,-71.068731,42.341004,71201.0,3131.0,1468.0,666.0,11.0,478.0,4.0,389.0,115.0,3131.0,2373.0,758.0,12.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
snl skit on heroin sparks outrage,NEWS,Metro,unknown,2016.0,-71.0705633,42.3407288,71201.0,3131.0,1468.0,666.0,11.0,478.0,4.0,389.0,115.0,3131.0,2373.0,758.0,12.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
massachusetts gets $69.4m from hud to aid homeless,NEWS,Metro,unknown,2016.0,-71.0645177,42.34319869999999,71201.0,3131.0,1468.0,666.0,11.0,478.0,4.0,389.0,115.0,3131.0,2373.0,758.0,12.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
boston to fingerprint all cabdrivers,NEWS,Metro,unknown,2016.0,-71.0692586,42.3394436,71201.0,3131.0,1468.0,666.0,11.0,478.0,4.0,389.0,115.0,3131.0,2373.0,758.0,12.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
health center creates room to ride out high,BUSINESS,unknown,unknown,2016.0,-71.0671009,42.3380802,71201.0,3131.0,1468.0,666.0,11.0,478.0,4.0,389.0,115.0,3131.0,2373.0,758.0,12.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
the spiral of eviction,EDITORIAL OPINION,Opinion,unknown,2016.0,-71.0705633,42.3407288,71201.0,3131.0,1468.0,666.0,11.0,478.0,4.0,389.0,115.0,3131.0,2373.0,758.0,12.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
where rage and love meet,LIVING ARTS,unknown,unknown,2016.0,-71.0645701,42.342671,71201.0,3131.0,1468.0,666.0,11.0,478.0,4.0,389.0,115.0,3131.0,2373.0,758.0,12.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
city expected to extend bra power to take land with stricter oversight,BUSINESS,unknown,unknown,2016.0,-71.0705633,42.3407288,71201.0,3131.0,1468.0,666.0,11.0,478.0,4.0,389.0,115.0,3131.0,2373.0,758.0,12.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
stirring pots,LIVING ARTS,unknown,unknown,2016.0,-71.0705633,42.3407288,71201.0,3131.0,1468.0,666.0,11.0,478.0,4.0,389.0,115.0,3131.0,2373.0,758.0,12.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
giving themselves lift,NEWS,Metro,unknown,2016.0,-71.0705633,42.3407288,71201.0,3131.0,1468.0,666.0,11.0,478.0,4.0,389.0,115.0,3131.0,2373.0,758.0,12.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
victim of fire called gentle person,NEWS,Metro,unknown,2016.0,-71.0694324,42.3380722,71201.0,3131.0,1468.0,666.0,11.0,478.0,4.0,389.0,115.0,3131.0,2373.0,758.0,12.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
for victim family nightmare without end,NEWS,Metro,By Kevin Cullen,2016.0,-71.151967,42.2862709,130200.0,4506.0,4054.0,121.0,14.0,210.0,1.0,28.0,78.0,4506.0,4299.0,207.0,1.0,T_White alone,West Roxbury,20918.0,3312.0,3567.0,2451.0,1313.0,White alone
grateful france thanks honors wwii veterans,NEWS,Metro,unknown,2016.0,-71.0279309,42.4006515,160601.0,4063.0,2481.0,408.0,25.0,178.0,6.0,792.0,173.0,4063.0,2341.0,1722.0,1.0,T_White alone,,,,,,,
football is taking frightening toll,SPORTS,unknown,unknown,2016.0,-71.0733625,42.3352499,71101.0,3753.0,2017.0,643.0,24.0,671.0,1.0,272.0,125.0,3753.0,3240.0,513.0,18.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
save lives not seconds,SUNDAY,Ideas,By Tom Kimball,2016.0,-71.0741275,42.3335076,71101.0,3753.0,2017.0,643.0,24.0,671.0,1.0,272.0,125.0,3753.0,3240.0,513.0,18.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
vertex ending one cystic fibrosis study,BUSINESS,unknown,unknown,2016.0,-71.0732579,42.3362083,71101.0,3753.0,2017.0,643.0,24.0,671.0,1.0,272.0,125.0,3753.0,3240.0,513.0,18.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
what led to stabbing remains unclear,NEWS,Metro,unknown,2016.0,-71.0733625,42.3352499,71101.0,3753.0,2017.0,643.0,24.0,671.0,1.0,272.0,125.0,3753.0,3240.0,513.0,18.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
baby hit by car while in her mother arms dies of injuries,NEWS,Metro,unknown,2016.0,-71.0733625,42.3352499,71101.0,3753.0,2017.0,643.0,24.0,671.0,1.0,272.0,125.0,3753.0,3240.0,513.0,18.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
trooper hurt when cruiser is hit,NEWS,Metro,unknown,2016.0,-71.0733625,42.3352499,71101.0,3753.0,2017.0,643.0,24.0,671.0,1.0,272.0,125.0,3753.0,3240.0,513.0,18.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
lee didn put drive on hold,NEWS,Metro,unknown,2016.0,-71.0733625,42.3352499,71101.0,3753.0,2017.0,643.0,24.0,671.0,1.0,272.0,125.0,3753.0,3240.0,513.0,18.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
masshealth insurers face tight funds sicker users,BUSINESS,unknown,unknown,2016.0,-71.0733625,42.3352499,71101.0,3753.0,2017.0,643.0,24.0,671.0,1.0,272.0,125.0,3753.0,3240.0,513.0,18.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
health plan curtails access to children,BUSINESS,unknown,unknown,2016.0,-71.0733625,42.3352499,71101.0,3753.0,2017.0,643.0,24.0,671.0,1.0,272.0,125.0,3753.0,3240.0,513.0,18.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
stacked up against 09 wages paychecks smaller,BUSINESS,unknown,unknown,2016.0,-71.0733625,42.3352499,71101.0,3753.0,2017.0,643.0,24.0,671.0,1.0,272.0,125.0,3753.0,3240.0,513.0,18.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
medical examiner oversight urged,NEWS,Metro,unknown,2016.0,-71.07115929999999,42.3344688,71101.0,3753.0,2017.0,643.0,24.0,671.0,1.0,272.0,125.0,3753.0,3240.0,513.0,18.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
she planning for better times ahead,NEWS,Metro,unknown,2016.0,-71.0733625,42.3352499,71101.0,3753.0,2017.0,643.0,24.0,671.0,1.0,272.0,125.0,3753.0,3240.0,513.0,18.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
six networks to test masshealth new care model,BUSINESS,unknown,unknown,2016.0,-71.0733625,42.3352499,71101.0,3753.0,2017.0,643.0,24.0,671.0,1.0,272.0,125.0,3753.0,3240.0,513.0,18.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
medical examiners need checks and balances,EDITORIAL OPINION,Editorial,unknown,2016.0,-71.0733625,42.3352499,71101.0,3753.0,2017.0,643.0,24.0,671.0,1.0,272.0,125.0,3753.0,3240.0,513.0,18.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
new folk meet old man winter,NEWS,Metro,unknown,2016.0,-71.0733625,42.3352499,71101.0,3753.0,2017.0,643.0,24.0,671.0,1.0,272.0,125.0,3753.0,3240.0,513.0,18.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
rigorous peer review is key to journal influence,EDITORIAL OPINION,Letters,unknown,2016.0,-71.0715513,42.3374061,71101.0,3753.0,2017.0,643.0,24.0,671.0,1.0,272.0,125.0,3753.0,3240.0,513.0,18.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
compelling article diminished by shock value presentation,EDITORIAL OPINION,Letters,unknown,2016.0,-71.0732579,42.3362083,71101.0,3753.0,2017.0,643.0,24.0,671.0,1.0,272.0,125.0,3753.0,3240.0,513.0,18.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
get the lead out,REALESTATE,unknown,unknown,2016.0,-71.0715871,42.3353774,71101.0,3753.0,2017.0,643.0,24.0,671.0,1.0,272.0,125.0,3753.0,3240.0,513.0,18.0,T_White alone,South End,17362.0,3259.0,3998.0,4875.0,1410.0,White alone
debate is urged as more fossil fuel infrastructure is in the works,EDITORIAL OPINION,Letters,unknown,2016.0,-71.15997569999999,42.27823730000001,130404.0,2901.0,2226.0,232.0,3.0,232.0,1.0,154.0,53.0,2901.0,2552.0,349.0,2.0,T_White alone,West Roxbury,20918.0,3312.0,3567.0,2451.0,1313.0,White alone
ethnic media outlets breeding new energy driving political change,EDITORIAL OPINION,Letters,unknown,2016.0,-71.15997569999999,42.27823730000001,130404.0,2901.0,2226.0,232.0,3.0,232.0,1.0,154.0,53.0,2901.0,2552.0,349.0,2.0,T_White alone,West Roxbury,20918.0,3312.0,3567.0,2451.0,1313.0,White alone
watchdog overreaches on children expansion,EDITORIAL OPINION,Opinion,By Mike Widmer,2016.0,-71.1054497,42.3375076,81001.0,4890.0,2512.0,799.0,35.0,929.0,3.0,402.0,210.0,4890.0,3940.0,950.0,13.0,T_White alone,Mission Hill,6635.0,2427.0,3341.0,4315.0,800.0,White alone
ethan canin fiction writer with taste for nonfiction,LIVING ARTS,unknown,unknown,2016.0,-71.104215,42.3356451,81001.0,4890.0,2512.0,799.0,35.0,929.0,3.0,402.0,210.0,4890.0,3940.0,950.0,13.0,T_White alone,Mission Hill,6635.0,2427.0,3341.0,4315.0,800.0,White alone
advancing clean energy,EDITORIAL OPINION,Opinion,By Ernest Moniz,2016.0,-71.1070966,42.3328725,81001.0,4890.0,2512.0,799.0,35.0,929.0,3.0,402.0,210.0,4890.0,3940.0,950.0,13.0,T_White alone,Mission Hill,6635.0,2427.0,3341.0,4315.0,800.0,White alone
the doctor will video chat with you now,BUSINESS,unknown,unknown,2016.0,-71.1068499,42.3361779,81001.0,4890.0,2512.0,799.0,35.0,929.0,3.0,402.0,210.0,4890.0,3940.0,950.0,13.0,T_White alone,Mission Hill,6635.0,2427.0,3341.0,4315.0,800.0,White alone
scalia will be remembered for scorn he heaped on his opponents,EDITORIAL OPINION,Letters,unknown,2016.0,-71.104215,42.3356451,81001.0,4890.0,2512.0,799.0,35.0,929.0,3.0,402.0,210.0,4890.0,3940.0,950.0,13.0,T_White alone,Mission Hill,6635.0,2427.0,3341.0,4315.0,800.0,White alone
dental schools to battle opioids,NEWS,Metro,unknown,2016.0,-71.1019299,42.3363641,81001.0,4890.0,2512.0,799.0,35.0,929.0,3.0,402.0,210.0,4890.0,3940.0,950.0,13.0,T_White alone,Mission Hill,6635.0,2427.0,3341.0,4315.0,800.0,White alone
