hl1_x,position_section,position_subsection,author,year,longitude,latitude,Tracts,T_Total,T_White alone,T_Black or African American alone,T_American Indian and Alaska Native alone,T_Asian alone,T_Native Hawaiian and Other Pacific Islander alone,T_Some Other Race alone,T_Population of two or more races,T_Total Hispanic or Latino origin,T_Not Hispanic or Latino,T_Hispanic or Latino,Article_Count,T_majority_race,Neighborhood,White alone,Black or African American alone,Hispanic or Latino,"Asian, Native Hawaiian and Pacific Islander",Other Races or Multiple Races,majority_race
city council should veto police union arbitration award,EDITORIAL OPINION,Editorial,unknown,2013.0,-71.0582731,42.3603082,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
plead guilty in disappearance of muscle car,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
red sox indians,SPORTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
journalist believed in syrian custody,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
safe haven goes off melodramatic deep end,LIVING ARTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
just another deep freeze day,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
coakley presses banks on loans,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
gomez steps up his game,EDITORIAL OPINION,Opinion,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
still climate for executive perks,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
what accounts for rising car insurance rates,REGIONAL,South,By Peter DeMarco,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
bankruptcy filings fall in state us,BUSINESS,unknown,unknown,2013.0,-71.0551145,42.360189,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
casino team promises to increase milford water supply,REGIONAL,West,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
many thanks for mayoral field,EDITORIAL OPINION,Letters,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
don just leave your car at the airport rent it,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
finding backs discrimination case,REGIONAL,West,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
bruins promote gretzky to scouting director,SPORTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
boston new frontier of civic leaders,EDITORIAL OPINION,Opinion,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
devices maker ceo sees growth slowing,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
history no longer haunting tomahawks,REGIONAL,West,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
determining boston ballot order for 12 mayoral rivals is as simple as bingo,NEWS,Metro,unknown,2013.0,-71.057993,42.360406,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
rick pitino says celtics years were great experience,SPORTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
cooke states case,SPORTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
designs on $1m urban oasis,LIVING ARTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
markey responds to call from lynch to hold debates,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
will city next mayor be tuned to the arts,EDITORIAL OPINION,Letters,unknown,2013.0,-71.057993,42.360406,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
renaissance school faces probation,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
student loses bid to avoid facing trial in scotland,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
former probation chief brien acquitted of conspiracy,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
letters welcome,REGIONAL,West,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
letters welcome,REGIONAL,West,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
wholesale gas prices rise in n.e.,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
personal libraries popping up,REGIONAL,West,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
ex fbi official reaches plea deal,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
drumming and dancing events benefit salem culturefest,REGIONAL,North,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
bath salts involved in nearly 23 000 emergency room visits in 2011,LIVING ARTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
public schools try to reverse loss of students,REGIONAL,South,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
young rockers,REGIONAL,South,unknown,2013.0,-71.0552691,42.360816,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
red sox middlebrooks visits west middle school in andover,REGIONAL,North,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
astronaut trainee takes to extremes,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
fired worker wins his lawsuit,REGIONAL,North,unknown,2013.0,-71.0611924,42.3591924,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
mom heads to boston,MAGAZINE,unknown,unknown,2013.0,-71.0561981,42.3587684,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
music history,LIVING ARTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
devens is fertile ground for jobs,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
stigma still blocks aid to drug addicts,EDITORIAL OPINION,Letters,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
prized leftovers,MAGAZINE,unknown,By Matt Crawford,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
how to seek offer help,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
globe top 20s,SPORTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
utility to cut about 160 it jobs,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
hanks greengrass krasinski at captain screening,LIVING ARTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
priest says plans to group parishes will weaken church,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
path or roadblock to citizenship,EDITORIAL OPINION,Opinion,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
andre kurs brazil high tech professional,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
from fda warning,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
15 charged with selling oxycodone,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
how boston got strong,SUNDAY,Ideas,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
critic corner,LIVING ARTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
vacation gone wrong,LIVING ARTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
our delegation still holds clout in washington,EDITORIAL OPINION,Letters,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
the end zone,REGIONAL,West,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
loser museum bay state bygones,EDITORIAL OPINION,Editorial,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
japan ito chosen for prestigious pritzker prize,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
events in washington europe felt at home as employers trim jobs,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
ideal weather boosts berries,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
after record rains more showers ahead,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
globe unveils newsroom leadership changes,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
risk detecting ball may get big bounce in vegas,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
day of fun,NEWS,Metro,unknown,2013.0,-71.05745399999999,42.3587352,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
safety officials push for confidentiality law after fatal crises,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
help poor children learn using ipads help students in low income families to learn using ipads,REGIONAL,North,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
bidding wars return to condo market,BUSINESS,unknown,unknown,2013.0,-71.0582828,42.3584696,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
chelmsford players accused in hazing case,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
guilty plea in securities fraud case,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
wynn city set casino accord,REGIONAL,North,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
minuteman health gets license,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
federal success story,EDITORIAL OPINION,Editorial,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
contractor accused of swindling back in court aug. 26,REGIONAL,South,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
fire dept. culture management should be focus of hearing,EDITORIAL OPINION,Editorial,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
high five lori mckenna,LIVING ARTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
