hl1_x,position_section,position_subsection,author,year,longitude,latitude,Tracts,T_Total,T_White alone,T_Black or African American alone,T_American Indian and Alaska Native alone,T_Asian alone,T_Native Hawaiian and Other Pacific Islander alone,T_Some Other Race alone,T_Population of two or more races,T_Total Hispanic or Latino origin,T_Not Hispanic or Latino,T_Hispanic or Latino,Article_Count,T_majority_race,Neighborhood,White alone,Black or African American alone,Hispanic or Latino,"Asian, Native Hawaiian and Pacific Islander",Other Races or Multiple Races,majority_race
prosecutor at the sec,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
mass. museum gets extensive collection of military vehicles,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
no holiday for christmas tree shop,REGIONAL,South,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
lung cancer toll high in area,REGIONAL,South,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
suspect in racism case shoots self,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
the mystique of cremeux chocolate and finesse,LIVING ARTS,Food,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
join our dogged pursuit,REGIONAL,North,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
jailed detainee may get bond,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
sportslog blues place star forward alex steen on injured list,SPORTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
on with sea creatures,NEWS,Metro,unknown,2013.0,-71.0491475,42.3592478,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
judge nominee gets unfair rap in armenian genocide dispute,EDITORIAL OPINION,Editorial,unknown,2013.0,-71.05935710000001,42.358993,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
night watch relaunch of boston zulu nation chapter boston hip hop alliance,LIVING ARTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
medium employers,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
race honors marathon victims slain teacher,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
city streets awash in outside political funds,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
time is right for boost to state minimum wage,EDITORIAL OPINION,Editorial,unknown,2013.0,-71.0586282,42.358241,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
older siblings appeal to globe santa,NEWS,Metro,unknown,2013.0,-71.0561981,42.3587684,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
mass. to vote on school testing,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
history of citizens bank,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
may be more than voter fatigue behind low turnout in election,EDITORIAL OPINION,Letters,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
hacker sentenced to 18 month term,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
money spurt on walsh behalf,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
charity runners find selves in hard race to starting line,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
parents who face hardships keep focus on their children,NEWS,Metro,unknown,2013.0,-71.0561981,42.3587684,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
many sinking as new construction favors the wealthy,EDITORIAL OPINION,Letters,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
part of mayor elect inauguration team is named,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
patrick lawmakers urged to invest in way out of this crisis,EDITORIAL OPINION,Letters,unknown,2013.0,-71.0593264,42.3589201,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
reflective assured davis ready for next stage,NEWS,Metro,unknown,2013.0,-71.057993,42.360406,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
patrick assesses asia trade mission,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
it new sensation for panthers,SPORTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
walmart settles with worker kin,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
chasing life gets additional episodes,LIVING ARTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
smartphone app lets revelers dial up the fun on first night,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
costly premium jumps tied to at fault accident claims,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
focus on hoaxes trivializes the spread and reach of hate crimes,EDITORIAL OPINION,Letters,unknown,2013.0,-71.05935710000001,42.358993,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
extension of homeowner aid urged,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
eagles running into an old friend,SPORTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
bc 24 wake forest 10,SPORTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
where to turn,LIVING ARTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
between season sips,LIVING ARTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
googlenow one step ahead,BUSINESS,unknown,unknown,2013.0,-71.057993,42.360406,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
little objects empowered by imperfection,LIVING ARTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
for,EDITORIAL OPINION,Letters,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
n.e. primary care system looked to as reform expands,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
connolly considers run for mayor,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
ten hut! on networking,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
vindictive to the core,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
even call to uehara couldn save them,SPORTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
internships paid or not,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
reitman brings labor day to telluride,LIVING ARTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
harborone credit union getting closer to bank,BUSINESS,unknown,unknown,2013.0,-71.0551145,42.360189,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
revolution add four to roster,SPORTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
senate hopeful critical of,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
challenges loom large for lawyers,BUSINESS,unknown,unknown,2013.0,-71.0590624,42.3604802,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
bank awarded bonuses for foreclosures lawsuit says,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
56 years of puzzling togetherness,REGIONAL,South,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
state rejects hingham housing count method,REGIONAL,South,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
after months no clarity from fbi on todashev death,EDITORIAL OPINION,Editorial,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
new bedford called top wind staging area,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
markey backers scare tactics over abortion smack of desperation,EDITORIAL OPINION,Letters,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
furious cyberattack called worst yet,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
mcgraw hill textbook case in innovation,EDITORIAL OPINION,Editorial,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
pet shelters for life,REGIONAL,North,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
local talent,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
states urged to look into fla. death,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
umass dartmouth tries to put the focus on school life again,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
utility won reveal chief full pay,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
college try,SPORTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
letters to the editor,MAGAZINE,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
deputy is named interim school chief,REGIONAL,South,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
for chance to reminisce all aboard,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
gunman robs dunkin donutsstore,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
shaw is closing six locations,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
brown calls shaheen talk shameful,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
shianne 14 brings joy and innocence to family,SUNDAY,Travel,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
and the new capital of the world is...,SUNDAY,Ideas,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
franklin coach walks the walk,REGIONAL,West,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
funding government voluntarily,EDITORIAL OPINION,Opinion,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
colbert manages to find the humor,LIVING ARTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
somber prosecutor an affable candidate,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
detailed warnings about tsarnaev,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
labeling plan isn worth the energy,EDITORIAL OPINION,Opinion,By Lawrence Harmon,2013.0,-71.0604949,42.36018869999999,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
from the archives,LIVING ARTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
feeling cold front out west,SPORTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
mayoral rivals spar on outside donations,NEWS,Metro,unknown,2013.0,-71.057993,42.360406,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
miracle on ice at price,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
father held in attack on infant,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
rivers mum on returning to celtics,SPORTS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
coffee beans straight from nicaraguan farm,LIVING ARTS,Food,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
pop warner twins with nutrition company to promote health,REGIONAL,North,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
commuting north south bike link,EDITORIAL OPINION,Editorial,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
sovereign bank increases fees add news ones,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
man takes on mass. gun law,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
water usage cost per town,REGIONAL,North,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
much more to dropout measure than just raising age,EDITORIAL OPINION,Letters,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
facing uncertainty bmc is right to consider cost cutting moves,EDITORIAL OPINION,Editorial,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
how dangerous is america,MAGAZINE,unknown,By Edward H. Kaplan,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
here there and everywhere boston calling to tough luggage,SUNDAY,Travel,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
getting to know more than the product,BUSINESS,unknown,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
umass tops list of state high earners,NEWS,Metro,unknown,2013.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,970.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
