hl1_x,position_section,position_subsection,author,year,longitude,latitude,Tracts,T_Total,T_White alone,T_Black or African American alone,T_American Indian and Alaska Native alone,T_Asian alone,T_Native Hawaiian and Other Pacific Islander alone,T_Some Other Race alone,T_Population of two or more races,T_Total Hispanic or Latino origin,T_Not Hispanic or Latino,T_Hispanic or Latino,Article_Count,T_majority_race,Neighborhood,White alone,Black or African American alone,Hispanic or Latino,"Asian, Native Hawaiian and Pacific Islander",Other Races or Multiple Races,majority_race
umass boston professor may be 5th measles case in area,NEWS,Metro,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
from patrick blueprint for obama,EDITORIAL OPINION,Editorial,unknown,2011.0,-71.0561981,42.3587684,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
secretary of state erroneous population data rile boston,NEWS,Metro,unknown,2011.0,-71.057993,42.360406,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
bring back flogging,EDITORIAL OPINION,Letters,Tom Larkin,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
key state highway official is fired,NEWS,Metro,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
this day in history,G,Living Arts,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
new tools help collect back taxes,REGIONAL,South,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
state stands by response to eee,NEWS,Metro,unknown,2011.0,-71.057716,42.35807,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
mwra bills rise an average of 4.6%,NEWS,Metro,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
his misstep is unlikely to keep levy from top positions observers say,NEWS,Metro,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
gop wants changes in consumer agency,BUSINESS,unknown,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
sex ed site shocks lawmakers,EDITORIAL OPINION,Letters,Alex Pratt,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
digging out pension plans,BUSINESS,unknown,Steven Syre,2011.0,-71.0561981,42.3587684,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
events,G,Living Arts,MILVA DIDOMIZIO,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
when hero worship blinds us,EDITORIAL OPINION,Opinion,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
local character resurfaces,EDITORIAL OPINION,Opinion,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
from hospital bed bill prime mover awaits key vote,NEWS,Metro,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
improving medical care,EDITORIAL OPINION,Letters,John Robinson Saltzman,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
uphill push,REGIONAL,West,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
hull commuter ferry gets boost with $555k us grant,REGIONAL,South,Meena Ramakrishnan,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
her skills were honed at home,REGIONAL,North,Arielle Aronson,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
behind census numbers,EDITORIAL OPINION,Opinion,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
recession fears pound stocks weak us economic growth worldwide debt concerns send major indexes reeling,BUSINESS,unknown,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
celebrity sandwich picks,MAGAZINE,unknown,Shannon Mullen,2011.0,-71.0502554,42.3562236,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
two city council candidates pin hopes on retail politics,NEWS,Metro,unknown,2011.0,-71.057993,42.360406,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
officials offer tips for travelers wary about contracting cholera,NEWS,Metro,unknown,2011.0,-71.057716,42.35807,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
crews trudge on cold comfort for thousands,NEWS,Metro,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
bid to boost number of minority districts backed,NEWS,Metro,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
freed n.h. journalist mourns colleague,NEWS,Metro,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
no more free passes on,NEWS,Metro,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
engine failure,EDITORIAL OPINION,Opinion,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
us denies increase in fishing quotas,NEWS,Metro,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
romney steadfast stand for bad idea,EDITORIAL OPINION,Opinion,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
neely suiting up for different duty,SPORTS,unknown,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
judging jurist,EDITORIAL OPINION,Letters,Sue Hyde,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
labor health care trick,EDITORIAL OPINION,Opinion,unknown,2011.0,-71.057993,42.360406,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
feeling the,G,Living Arts,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
shortage of grocers plagues mass. cities,NEWS,Metro,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
what closed open on memorial day,NEWS,Metro,unknown,2011.0,-71.057993,42.360406,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
utilities blamed in irene wake,REGIONAL,South,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
he the king of weight loss,REGIONAL,North,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
papelbon eyes new challenge,SPORTS,unknown,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
bid to mute irish anger,NEWS,Metro,Kevin Cullen,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
braintree plans somber 11 event,REGIONAL,South,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
grandmother of missing boy torn by hope fear,NEWS,Metro,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
lifeguards at fall river pool had guidelines on the missing,NEWS,Metro,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
enforcement of texting ban off to slow start,NEWS,Metro,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
the idea of romney,NEWS,Metro,Brian McGrory,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
battlemind,MAGAZINE,unknown,Barry Goldstein,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
two involved in bc project on troubles wade into legal fight,NEWS,Metro,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
new fire chief for boston,EDITORIAL OPINION,Opinion,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
state senate passes $325m in spending,NEWS,Metro,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
activists in mass. revel at n.y. gay marriage law,NEWS,Metro,unknown,2011.0,-71.06218849999999,42.3609295,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
dressing the part,NEWS,Metro,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
lifting the veil on rare condition,REGIONAL,South,Jennette Barnes,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
dunkin investors to offer 22m shares,BUSINESS,unknown,Chris Reidy,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
tebow taken on faith value,SPORTS,unknown,Christopher L. Gasper,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
with help closed church marks easter,REGIONAL,South,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
in ratings degeneres is no oprah,BUSINESS,unknown,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
verizon to pay $800 000 settlement,BUSINESS,unknown,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
caa outlook,SPORTS,unknown,- MICHAEL VEGA,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
reflection for the day,G,Living Arts,unknown,2011.0,-71.05935029999999,42.3602242,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
duffly is narrowly approved for sjc,NEWS,Metro,unknown,2011.0,-71.0611924,42.3591924,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
review faults national gridaccounting,BUSINESS,unknown,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
be well,G,Living Arts,CHELSEA CONABOY,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
keating urges congress to pay kin,NEWS,Metro,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
grim numbers,REGIONAL,South,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
state jobless rate falls to lowest point in two years,BUSINESS,unknown,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
dog best friend,G,Living Arts,BELLA ENGLISH,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
convicted killer gets 2009 taxi robbery charges dropped,NEWS,Metro,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
ailing mother of children asks help to celebrate holiday,NEWS,Metro,unknown,2011.0,-71.0561981,42.3587684,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
wakefield man is dubbed king of weight loss,REGIONAL,North,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
in push for funding court officials file plan to close facilities,NEWS,Metro,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
program will gauge elders driving skills,REGIONAL,West,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
with cup no need for splash,SPORTS,unknown,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
insurance claims for tornadoes hit $140m,NEWS,Metro,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
patrick goes on road for obama,NEWS,Metro,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
muscling in,BUSINESS,unknown,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
reverse auction saves cash,REGIONAL,North,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
arrest made in death of mother,NEWS,Metro,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
train in vain,EDITORIAL OPINION,Letters,Ross B. Capon,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
put prisons on the table,NEWS,Metro,Yvonne Abraham,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
the elusive man with big name,G,Living Arts,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
wrist watch,G,Living Arts,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
wrist watch,G,Living Arts,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
closed church to hold easter service,REGIONAL,South,unknown,2011.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1263.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
