hl1_x,position_section,position_subsection,author,year,longitude,latitude,Tracts,T_Total,T_White alone,T_Black or African American alone,T_American Indian and Alaska Native alone,T_Asian alone,T_Native Hawaiian and Other Pacific Islander alone,T_Some Other Race alone,T_Population of two or more races,T_Total Hispanic or Latino origin,T_Not Hispanic or Latino,T_Hispanic or Latino,Article_Count,T_majority_race,Neighborhood,White alone,Black or African American alone,Hispanic or Latino,"Asian, Native Hawaiian and Pacific Islander",Other Races or Multiple Races,majority_race
court backs lenders in home seizure case,BUSINESS,unknown,unknown,2012.0,-71.06154200000002,42.362962,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
they were in good hands,SPORTS,unknown,unknown,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
life preserver,SPORTS,unknown,unknown,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
applause for perkins,SPORTS,unknown,unknown,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
four gone conclusion,SPORTS,unknown,unknown,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
board game played,SPORTS,unknown,unknown,2012.0,-71.0622295,42.3661864,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
state gets $11.6m to comply with us health care law,NEWS,Metro,unknown,2012.0,-71.0609772,42.3638828,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
pierce carries celtics,SPORTS,unknown,unknown,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
they ll need to capitalize,SPORTS,unknown,unknown,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
gaudreau fresh out of superlatives,SPORTS,College,unknown,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
celtics lock up bass,SPORTS,unknown,unknown,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
corvo is off his game,SPORTS,unknown,unknown,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bc bkn celtics nets longbox,SPORTS,unknown,unknown,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
us judge orders new trial for error,NEWS,Metro,unknown,2012.0,-71.0630904,42.365145,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
eastern conference,SPORTS,unknown,unknown,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bass tries to stay focused,SPORTS,unknown,unknown,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
best bets,REGIONAL,North,unknown,2012.0,-71.0591376,42.3653761,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
expert says shark wasn great white,NEWS,Metro,unknown,2012.0,-71.058908,42.366367,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
fulfilling day for bruins,SPORTS,unknown,Kevin Paul Dupont,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bc bkn trailblazers celtics longbox,SPORTS,unknown,unknown,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
offseason questions await the bruins,SPORTS,unknown,unknown,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
ailing knicks clobber magic,SPORTS,unknown,unknown,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
just the ticket,SUNDAY,Travel,unknown,2012.0,-71.0630893,42.3661096,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
just the ticket,SUNDAY,Travel,unknown,2012.0,-71.0630893,42.3661096,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
nhl lockout presents challenge for td garden top executive,BUSINESS,unknown,unknown,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
celtics are focused,SPORTS,unknown,unknown,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bruins respond unquestionably well vs. flyers,SPORTS,unknown,unknown,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
crowning victory for bc,SPORTS,College,unknown,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
defense let up in second half,SPORTS,unknown,unknown,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bosh upgraded to day to day,SPORTS,unknown,unknown,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
absence of garnett costs celtics in loss,SPORTS,unknown,unknown,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
this decision difficult to figure,SPORTS,unknown,unknown,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
pbs newshour gwen ifill on the presidential race,MAGAZINE,unknown,unknown,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
krug is hungry for more after appetizer,SPORTS,unknown,unknown,2012.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
crowder off mark,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
celtics cook with olynyk,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
capitals bruins,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
capitals bruins,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
credit given to stevens tirade,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
celtics thomas owns the fourth quarter again,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
islanders bruins,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
offensive urgency is needed,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
lively offense leads bruins over the blues,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
pierce goes on as he bids farewell,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
celtics get to kick up feet in rout celtics kick up feet in rout,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
devils bruins,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
horford waits to get the green light ailing al horford gets night off to recover,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
johnson sits leading to mickey first start,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
when stevens puts him in pivotal play horford sinks winning shot horford delivers big shots in fourth,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
there no panic after tough loss,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
turner return positive,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
penguins bruins,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
smart celtics enjoy doubleheader sweep,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
their point attack has come long way,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
nhl standings,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bruins blues,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
marchand faces hearing,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bruins red wings,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
thomas denied honor,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
knicks send scouts to aid anthony deal,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
goodyear deflates the last of its famous blimps,BUSINESS,unknown,unknown,2017.0,-71.0610918,42.3638872,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bruins canucks,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
no shot in this one,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
bruins canadiens,SPORTS,unknown,unknown,2017.0,-71.062146,42.366198,20303.0,3400.0,2364.0,575.0,6.0,331.0,1.0,43.0,80.0,3400.0,3027.0,373.0,183.0,T_White alone,West End,4933.0,338.0,613.0,1440.0,381.0,White alone
