hl1_x,position_section,position_subsection,author,year,longitude,latitude,Tract,T_Total,T_White alone,T_Black or African American alone,T_American Indian and Alaska Native alone,T_Asian alone,T_Native Hawaiian and Other Pacific Islander alone,T_Some Other Race alone,T_Population of two or more races,T_Total Hispanic or Latino origin,T_Not Hispanic or Latino,T_Hispanic or Latino,Article_Count,T_majority_race,Neighborhood,White alone,Black or African American alone,Hispanic or Latino,"Asian, Native Hawaiian and Pacific Islander",Other Races or Multiple Races,majority_race
umass workers lead state highest paid list,NEWS,Metro,unknown,2019.0,-71.0419953,42.3141992,90901.0,3730.0,1674.0,760.0,20.0,742.0,5.0,394.0,135.0,3730.0,2962.0,768.0,15.0,T_White alone,Dorchester,27411.0,42714.0,25285.0,13360.0,13421.0,Black or African American alone
driving to the archives with adelaide cromwell,EDITORIAL OPINION,Letters,unknown,2019.0,-71.0352401,42.3144137,90901.0,3730.0,1674.0,760.0,20.0,742.0,5.0,394.0,135.0,3730.0,2962.0,768.0,15.0,T_White alone,Dorchester,27411.0,42714.0,25285.0,13360.0,13421.0,Black or African American alone
advocates seek funding to avoid umass tuition increase,NEWS,Metro,unknown,2019.0,-71.0419953,42.3141992,90901.0,3730.0,1674.0,760.0,20.0,742.0,5.0,394.0,135.0,3730.0,2962.0,768.0,15.0,T_White alone,Dorchester,27411.0,42714.0,25285.0,13360.0,13421.0,Black or African American alone
feeling testy at umass boston,NEWS,Metro,unknown,2019.0,-71.0419953,42.3141992,90901.0,3730.0,1674.0,760.0,20.0,742.0,5.0,394.0,135.0,3730.0,2962.0,768.0,15.0,T_White alone,Dorchester,27411.0,42714.0,25285.0,13360.0,13421.0,Black or African American alone
us lobster exports to china slump vs. tariffs,NEWS,Metro,unknown,2019.0,-71.0419953,42.3141992,90901.0,3730.0,1674.0,760.0,20.0,742.0,5.0,394.0,135.0,3730.0,2962.0,768.0,15.0,T_White alone,Dorchester,27411.0,42714.0,25285.0,13360.0,13421.0,Black or African American alone
somerville chooses schwartz to be its third poet laureate,LIVING ARTS,unknown,unknown,2019.0,-71.0419953,42.3141992,90901.0,3730.0,1674.0,760.0,20.0,742.0,5.0,394.0,135.0,3730.0,2962.0,768.0,15.0,T_White alone,Dorchester,27411.0,42714.0,25285.0,13360.0,13421.0,Black or African American alone
umass boston gets financial breathing space,EDITORIAL OPINION,Opinion,unknown,2019.0,-71.0419953,42.3141992,90901.0,3730.0,1674.0,760.0,20.0,742.0,5.0,394.0,135.0,3730.0,2962.0,768.0,15.0,T_White alone,Dorchester,27411.0,42714.0,25285.0,13360.0,13421.0,Black or African American alone
eye opening art about what we don see,LIVING ARTS,unknown,unknown,2019.0,-71.0354706,42.3133584,90901.0,3730.0,1674.0,760.0,20.0,742.0,5.0,394.0,135.0,3730.0,2962.0,768.0,15.0,T_White alone,Dorchester,27411.0,42714.0,25285.0,13360.0,13421.0,Black or African American alone
all scholastics boys golf (coach of year),SPORTS,unknown,unknown,2019.0,-71.0454645,42.3162356,90901.0,3730.0,1674.0,760.0,20.0,742.0,5.0,394.0,135.0,3730.0,2962.0,768.0,15.0,T_White alone,Dorchester,27411.0,42714.0,25285.0,13360.0,13421.0,Black or African American alone
speechless pelosi accepts courage award,NEWS,Metro,unknown,2019.0,-71.03542540000001,42.3157873,90901.0,3730.0,1674.0,760.0,20.0,742.0,5.0,394.0,135.0,3730.0,2962.0,768.0,15.0,T_White alone,Dorchester,27411.0,42714.0,25285.0,13360.0,13421.0,Black or African American alone
umass boston needs renewed sense of mission to go with cash infusion,EDITORIAL OPINION,Letters,unknown,2019.0,-71.0419953,42.3141992,90901.0,3730.0,1674.0,760.0,20.0,742.0,5.0,394.0,135.0,3730.0,2962.0,768.0,15.0,T_White alone,Dorchester,27411.0,42714.0,25285.0,13360.0,13421.0,Black or African American alone
baker popularity holds amid scandals,NEWS,Metro,unknown,2019.0,-71.0342146,42.316274,90901.0,3730.0,1674.0,760.0,20.0,742.0,5.0,394.0,135.0,3730.0,2962.0,768.0,15.0,T_White alone,Dorchester,27411.0,42714.0,25285.0,13360.0,13421.0,Black or African American alone
after holding out neal is now key to inquiry,NEWS,unknown,unknown,2019.0,-71.0419953,42.3141992,90901.0,3730.0,1674.0,760.0,20.0,742.0,5.0,394.0,135.0,3730.0,2962.0,768.0,15.0,T_White alone,Dorchester,27411.0,42714.0,25285.0,13360.0,13421.0,Black or African American alone
campus paper enmeshed in free press case,NEWS,Metro,unknown,2019.0,-71.0419953,42.3141992,90901.0,3730.0,1674.0,760.0,20.0,742.0,5.0,394.0,135.0,3730.0,2962.0,768.0,15.0,T_White alone,Dorchester,27411.0,42714.0,25285.0,13360.0,13421.0,Black or African American alone
teachers city reach possible deal,NEWS,Metro,unknown,2019.0,-71.0854325,42.3284483,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
top takeaways from top students,NEWS,Metro,unknown,2019.0,-71.0854325,42.3284483,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
education chief outlines plan to improve public schools,NEWS,Metro,unknown,2019.0,-71.0854325,42.3284483,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
immense challenges varied resumes,NEWS,Metro,unknown,2019.0,-71.0854325,42.3284483,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
critique of bps rating system is asking wrong question,EDITORIAL OPINION,Letters,unknown,2019.0,-71.0854325,42.3284483,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
how to improve our schools,EDITORIAL OPINION,Opinion,By Annissa Essaibi-George,2019.0,-71.0854325,42.3284483,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
an education promise we can keep,EDITORIAL OPINION,Opinion,By Charlie Baker,2019.0,-71.0854325,42.3284483,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
students in metco outperform city peers,NEWS,Metro,unknown,2019.0,-71.0834538,42.3286377,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
contest for schools top job heats up,NEWS,Metro,unknown,2019.0,-71.0854325,42.3284483,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
still recovering from the mistakes of urban renewal,EDITORIAL OPINION,Letters,unknown,2019.0,-71.0834538,42.3286377,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
frustrated by boston public school registration process you re not alone,MAGAZINE,unknown,By Latoya Gayle,2019.0,-71.0854325,42.3284483,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
search for new schools chief dragging,NEWS,Metro,unknown,2019.0,-71.0854325,42.3284483,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
moment to shine,LIVING ARTS,unknown,unknown,2019.0,-71.0854325,42.3284483,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
push for 13th year of school is renewed,NEWS,Metro,unknown,2019.0,-71.0854325,42.3284483,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
the metco option laudable though it is underscores an age old inequity,EDITORIAL OPINION,Letters,unknown,2019.0,-71.0854325,42.3284483,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
sunshine needed on bps search,EDITORIAL OPINION,Opinion,unknown,2019.0,-71.0854325,42.3284483,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
boston teachers union contract must address achievement gap,EDITORIAL OPINION,Opinion,By Samuel R. Tyler and Pam Kocher,2019.0,-71.0854325,42.3284483,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
crumbling infrastructure blocks students way to quality education,EDITORIAL OPINION,Letters,unknown,2019.0,-71.0854325,42.3284483,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
new superintendent aims to restore trust,NEWS,Metro,unknown,2019.0,-71.0854325,42.3284483,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
we can stop urban violence,SUNDAY,Ideas,By Thomas Abt,2019.0,-71.0834538,42.3286377,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
school focused parent group to launch in boston,NEWS,Metro,unknown,2019.0,-71.0854325,42.3284483,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
different way to look at the numbers,EDITORIAL OPINION,Letters,unknown,2019.0,-71.0854325,42.3284483,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
auditor foster kids education is at risk,NEWS,Metro,unknown,2019.0,-71.0854325,42.3284483,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
bps hopeful accents political savvy transparency,NEWS,Metro,unknown,2019.0,-71.0854325,42.3284483,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
who will lead the schools,NEWS,Metro,unknown,2019.0,-71.0854325,42.3284483,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
shining light on boston at the 2020 naacp convention,EDITORIAL OPINION,Opinion,By Tanisha Sullivan,2019.0,-71.0854325,42.3284483,81700.0,3820.0,262.0,2890.0,34.0,63.0,1.0,367.0,203.0,3820.0,3038.0,782.0,26.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
after apologizing legislator fights oui charges,NEWS,Metro,unknown,2019.0,-70.9997633,42.24960110000001,417701.0,,,,,,,,,,,,,,,,,,,,
new interim president named at quincy college,NEWS,unknown,unknown,2019.0,-71.00349419999999,42.252449,417701.0,,,,,,,,,,,,,,,,,,,,
the police and the pi,NEWS,Metro,unknown,2019.0,-71.0022705,42.2528772,417701.0,,,,,,,,,,,,,,,,,,,,
state senator reaches plea deal avoids oui conviction,NEWS,Metro,unknown,2019.0,-70.9997633,42.24960110000001,417701.0,,,,,,,,,,,,,,,,,,,,
globe horn book awards recognize some inspiring stories,LIVING ARTS,unknown,unknown,2019.0,-71.10043759999999,42.339063,10300.0,4861.0,3558.0,413.0,6.0,484.0,5.0,234.0,161.0,4861.0,4404.0,457.0,25.0,T_White alone,Longwood,3584.0,329.0,486.0,612.0,175.0,White alone
modern interpretations,LIVING ARTS,unknown,unknown,2019.0,-71.094048,42.339381,10300.0,4861.0,3558.0,413.0,6.0,484.0,5.0,234.0,161.0,4861.0,4404.0,457.0,25.0,T_White alone,Longwood,3584.0,329.0,486.0,612.0,175.0,White alone
students enjoy welcoming engaging day at the mfa,EDITORIAL OPINION,Letters,unknown,2019.0,-71.094048,42.339381,10300.0,4861.0,3558.0,413.0,6.0,484.0,5.0,234.0,161.0,4861.0,4404.0,457.0,25.0,T_White alone,Longwood,3584.0,329.0,486.0,612.0,175.0,White alone
mfa acquires brooch once owned by claudette colbert,LIVING ARTS,unknown,unknown,2019.0,-71.094048,42.339381,10300.0,4861.0,3558.0,413.0,6.0,484.0,5.0,234.0,161.0,4861.0,4404.0,457.0,25.0,T_White alone,Longwood,3584.0,329.0,486.0,612.0,175.0,White alone
clash over how to address equity in boston exam schools,EDITORIAL OPINION,Letters,unknown,2019.0,-71.1011283,42.3378861,10300.0,4861.0,3558.0,413.0,6.0,484.0,5.0,234.0,161.0,4861.0,4404.0,457.0,25.0,T_White alone,Longwood,3584.0,329.0,486.0,612.0,175.0,White alone
seeing revolution as it simmered,LIVING ARTS,unknown,unknown,2019.0,-71.094048,42.339381,10300.0,4861.0,3558.0,413.0,6.0,484.0,5.0,234.0,161.0,4861.0,4404.0,457.0,25.0,T_White alone,Longwood,3584.0,329.0,486.0,612.0,175.0,White alone
boston latin updates logo,NEWS,Metro,unknown,2019.0,-71.1011283,42.3378861,10300.0,4861.0,3558.0,413.0,6.0,484.0,5.0,234.0,161.0,4861.0,4404.0,457.0,25.0,T_White alone,Longwood,3584.0,329.0,486.0,612.0,175.0,White alone
sister act,LIVING ARTS,unknown,unknown,2019.0,-71.0999823,42.3392107,10300.0,4861.0,3558.0,413.0,6.0,484.0,5.0,234.0,161.0,4861.0,4404.0,457.0,25.0,T_White alone,Longwood,3584.0,329.0,486.0,612.0,175.0,White alone
pressley echoes king in temple visit,NEWS,Metro,unknown,2019.0,-71.10922810000001,42.34017009999999,10300.0,4861.0,3558.0,413.0,6.0,484.0,5.0,234.0,161.0,4861.0,4404.0,457.0,25.0,T_White alone,Longwood,3584.0,329.0,486.0,612.0,175.0,White alone
college program helps ex gang members,NEWS,Metro,unknown,2019.0,-71.094048,42.339381,10300.0,4861.0,3558.0,413.0,6.0,484.0,5.0,234.0,161.0,4861.0,4404.0,457.0,25.0,T_White alone,Longwood,3584.0,329.0,486.0,612.0,175.0,White alone
pot edibles ending up in kids hands,NEWS,Metro,unknown,2019.0,-71.1053946,42.3384624,10300.0,4861.0,3558.0,413.0,6.0,484.0,5.0,234.0,161.0,4861.0,4404.0,457.0,25.0,T_White alone,Longwood,3584.0,329.0,486.0,612.0,175.0,White alone
globe top 20,SPORTS,unknown,unknown,2019.0,-71.1011283,42.3378861,10300.0,4861.0,3558.0,413.0,6.0,484.0,5.0,234.0,161.0,4861.0,4404.0,457.0,25.0,T_White alone,Longwood,3584.0,329.0,486.0,612.0,175.0,White alone
abigail matses,LIVING ARTS,unknown,unknown,2019.0,-71.0990577,42.3381442,10300.0,4861.0,3558.0,413.0,6.0,484.0,5.0,234.0,161.0,4861.0,4404.0,457.0,25.0,T_White alone,Longwood,3584.0,329.0,486.0,612.0,175.0,White alone
american beauty young muslim and female,LIVING ARTS,unknown,unknown,2019.0,-71.094048,42.339381,10300.0,4861.0,3558.0,413.0,6.0,484.0,5.0,234.0,161.0,4861.0,4404.0,457.0,25.0,T_White alone,Longwood,3584.0,329.0,486.0,612.0,175.0,White alone
art of mentorship,LIVING ARTS,unknown,unknown,2019.0,-71.094048,42.339381,10300.0,4861.0,3558.0,413.0,6.0,484.0,5.0,234.0,161.0,4861.0,4404.0,457.0,25.0,T_White alone,Longwood,3584.0,329.0,486.0,612.0,175.0,White alone
actresses henson and cox to speak at simmons leadership conference,LIVING ARTS,unknown,unknown,2019.0,-71.10043759999999,42.339063,10300.0,4861.0,3558.0,413.0,6.0,484.0,5.0,234.0,161.0,4861.0,4404.0,457.0,25.0,T_White alone,Longwood,3584.0,329.0,486.0,612.0,175.0,White alone
specter of racism puts mfa in the spotlight,NEWS,Metro,unknown,2019.0,-71.094048,42.339381,10300.0,4861.0,3558.0,413.0,6.0,484.0,5.0,234.0,161.0,4861.0,4404.0,457.0,25.0,T_White alone,Longwood,3584.0,329.0,486.0,612.0,175.0,White alone
sport gains in popularity,SPORTS,unknown,unknown,2019.0,-71.1011283,42.3378861,10300.0,4861.0,3558.0,413.0,6.0,484.0,5.0,234.0,161.0,4861.0,4404.0,457.0,25.0,T_White alone,Longwood,3584.0,329.0,486.0,612.0,175.0,White alone
globe top 20,SPORTS,unknown,unknown,2019.0,-71.1011283,42.3378861,10300.0,4861.0,3558.0,413.0,6.0,484.0,5.0,234.0,161.0,4861.0,4404.0,457.0,25.0,T_White alone,Longwood,3584.0,329.0,486.0,612.0,175.0,White alone
with brush with bow with sled,LIVING ARTS,unknown,unknown,2019.0,-71.094048,42.339381,10300.0,4861.0,3558.0,413.0,6.0,484.0,5.0,234.0,161.0,4861.0,4404.0,457.0,25.0,T_White alone,Longwood,3584.0,329.0,486.0,612.0,175.0,White alone
secretive filming alleged in bathroom,NEWS,Metro,unknown,2019.0,-71.1011283,42.3378861,10300.0,4861.0,3558.0,413.0,6.0,484.0,5.0,234.0,161.0,4861.0,4404.0,457.0,25.0,T_White alone,Longwood,3584.0,329.0,486.0,612.0,175.0,White alone
the second founder,NEWS,Metro,unknown,2019.0,-71.102685,42.340944,10300.0,4861.0,3558.0,413.0,6.0,484.0,5.0,234.0,161.0,4861.0,4404.0,457.0,25.0,T_White alone,Longwood,3584.0,329.0,486.0,612.0,175.0,White alone
globe top 20,SPORTS,unknown,unknown,2019.0,-71.1011283,42.3378861,10300.0,4861.0,3558.0,413.0,6.0,484.0,5.0,234.0,161.0,4861.0,4404.0,457.0,25.0,T_White alone,Longwood,3584.0,329.0,486.0,612.0,175.0,White alone
in spirited rosencrantz guildenstern at the huntington doom without gloom,LIVING ARTS,unknown,unknown,2019.0,-71.0938271,42.3384957,10300.0,4861.0,3558.0,413.0,6.0,484.0,5.0,234.0,161.0,4861.0,4404.0,457.0,25.0,T_White alone,Longwood,3584.0,329.0,486.0,612.0,175.0,White alone
would be pot shops clear city hurdle,NEWS,Metro,unknown,2019.0,-71.0951539,42.3402946,10300.0,4861.0,3558.0,413.0,6.0,484.0,5.0,234.0,161.0,4861.0,4404.0,457.0,25.0,T_White alone,Longwood,3584.0,329.0,486.0,612.0,175.0,White alone
teixeira gets life without parole,NEWS,Metro,unknown,2019.0,-71.0579757,42.34219359999999,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,23.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
putting diversity in box literally,BUSINESS,unknown,unknown,2019.0,-71.0475482,42.3451493,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,23.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
she didn want this man to take the ring,NEWS,Metro,unknown,2019.0,-71.0579757,42.34219359999999,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,23.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
providence fire displaced 16 resideents,NEWS,Metro,unknown,2019.0,-71.0532183,42.3403397,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,23.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
ocean spray taps into boston energy to draw millennial talent,BUSINESS,unknown,unknown,2019.0,-71.0509417,42.3490238,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,23.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
trader joe grocery story could be coming to boston fort point,BUSINESS,unknown,unknown,2019.0,-71.05200529999999,42.3470991,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,23.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
more scrutiny of public incentives likely incentive offers likely to get more scrutiny,BUSINESS,unknown,unknown,2019.0,-71.05200529999999,42.3470991,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,23.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
doyle yet another fixture to be cleared from city scene,EDITORIAL OPINION,Letters,unknown,2019.0,-71.0551363,42.3418435,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,23.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
pad fit for super tight end,BUSINESS,unknown,unknown,2019.0,-71.05200529999999,42.3470991,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,23.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
new england wedding venues where your money pays for good cause,MAGAZINE,unknown,unknown,2019.0,-71.05360809999999,42.3429769,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,23.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
kid from southie who made public housing home for all bill mcgonagle 1951 2019,NEWS,Metro,unknown,2019.0,-71.05299769999999,42.3290533,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,23.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
inspiring voices,LIVING ARTS,unknown,unknown,2019.0,-71.0475482,42.3451493,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,23.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
local chefs answer call to feed federal workers,NEWS,Metro,unknown,2019.0,-71.04974030000001,42.3493511,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,23.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
movie about bruins legend derek sanderson is in the works,LIVING ARTS,unknown,unknown,2019.0,-71.05200529999999,42.3470991,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,23.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
boston lyric opera does right by the rape of lucretia,LIVING ARTS,unknown,unknown,2019.0,-71.05200529999999,42.3470991,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,23.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
ge resolution to lead again,BUSINESS,unknown,unknown,2019.0,-71.05200529999999,42.3470991,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,23.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
it pays to be smart and lucky,BUSINESS,unknown,unknown,2019.0,-71.0509487,42.3490295,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,23.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
wind industry could come to gulf of maine,BUSINESS,unknown,unknown,2019.0,-71.0488877,42.3493386,61200.0,3240.0,2842.0,88.0,2.0,224.0,3.0,39.0,42.0,3240.0,3084.0,156.0,23.0,T_White alone,South Boston Waterfront,4315.0,160.0,316.0,482.0,306.0,White alone
